SMILEScsa,VoltageCSA
N#Cc(c1)c(C#N)cc(cc2C#N)c1c(c23)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.44391996
N#Cc(c1)c(C#N)cc(cc2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.513820604
N#Cc(c1)cc(C#N)c(cc2C#N)c1c(c23)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.441231473
N#Cc(c1)cc(C#N)c(cc2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.513406991
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)c(C#N)cc3c2cc(C#N)cc3,3.664375838
c1cc(C#N)c(C#N)c(cc2C#N)c1c(c23)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.459637264
c1cc(C#N)c(C#N)c(cc2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.527263036
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)c(C#N)cc3c2ccc(C#N)c3,3.669132391
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)c(C#N)cc3c2cccc3C#N,3.662100965
N#Cc1c(C#N)c(C#N)cc(c12)c(C#N)cc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.463359784
N#Cc1cc(C#N)c(C#N)c(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.476802215
N#Cc1c(C#N)ccc(c12)c(C#N)cc3c2C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.530778748
N#Cc1c(C#N)ccc2c(C#N)cc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.579791922
N#Cc1c(C#N)cc(C#N)c(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.49376036
N#Cc1cc(C#N)cc(c12)c(C#N)cc3c2C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.534708075
N#Cc1cc(C#N)cc2c(C#N)cc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.582480408
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)c(C#N)ccc3C#N,3.524160936
N#CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)c(C#N)ccc3C#N,3.585168895
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c1c23)cc(C#N)c3cccc2C#N,3.695190027
N#Cc1c(C#N)c(C#N)cc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.456948778
N#Cc(c1)c(C#N)cc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.516095477
N#Cc(c1)c(C#N)cc(c1c23)c(C#N)cc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.577723856
N#Cc1cc(C#N)cc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.495828426
N#Cc1cc(C#N)cc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.57379453
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2cc(C#N)c(c3c12)ccc(C#N)c3,3.711941365
N#Cc1c(C#N)ccc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.49624204
N#Cc1c(C#N)ccc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.577723856
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2cc(C#N)c(c3c12)cc(C#N)cc3,3.711114138
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cccc3C#N,3.708218846
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)ccc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.46915037
N#Cc1c(C#N)c(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.446815253
N#Cc1c(C#N)c(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.51774993
N#Cc1c(C#N)cc(C#N)c(c12)ccc3c2C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.472872889
N#Cc1c(C#N)cc(C#N)c2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.531812782
N#Cc1c(C#N)ccc2ccc(c3c12)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3C#N)=N\S(=O)(=O)C,3.622807703
N#Cc1cc(C#N)c(C#N)c(c12)ccc3c2C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.477009022
N#Cc1cc(C#N)c(C#N)c2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.529331102
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c1c23)ccc3cc(C#N)cc2C#N,3.626737029
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c1c23)ccc3c(C#N)ccc2C#N,3.625909803
N#Cc1c(C#N)c(C#N)cc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.453226258
N#Cc(c1)c(C#N)c(C#N)c(c1c23)ccc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.512993377
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cc(C#N)c(C#N)c3,3.642867947
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2ccc(c3c12)c(C#N)cc(C#N)c3,3.647831307
c1cc(C#N)c(C#N)c(c1c23)ccc3/C(=N/S(=O)(=O)C)C(\C(C#N)=C2C#N)=N\S(=O)(=O)C,3.64700408
N#Cc1cccc(c12)c(C#N)c(C#N)c3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.33431244
N#Cc(c1)ccc(c(C#N)c2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.304118671
c1cc(C#N)cc(c(C#N)c2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.316320263
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c(C#N)c2C#N)c1c(c23)cccc3C#N,3.280129101
c1cccc(c(C#N)c2C#N)c1c(c23)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.440611053
c1cccc(c(C#N)c2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.456328358
N#Cc1c(C#N)ccc2cc(C#N)c(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.280335907
N#Cc1cc(C#N)cc2cc(C#N)c(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.252210204
N#Cc1ccc(C#N)c(c12)cc(C#N)c3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.259034823
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(c1c23)c(C#N)cc3cccc2C#N,3.386841327
N#CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c1c23)c(C#N)cc3cccc2C#N,3.401731405
N#Cc(c1)c(C#N)cc(cc2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.239801806
N#Cc(c1)cc(C#N)c(cc2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.224704921
N#Cc(c1)ccc(cc2C#N)c1c(c23)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.386220907
N#Cc(c1)ccc(cc2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.410003671
c1cc(C#N)c(C#N)c(cc2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.261516503
c1cc(C#N)cc(cc2C#N)c1c(c23)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.395320399
c1cc(C#N)cc(cc2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.415794257
c1ccc(C#N)c(cc2C#N)c1c(c23)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.326867401
c1ccc(C#N)c(cc2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.404213085
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)c(C#N)cc3c2cccc3,3.559524871
N#Cc1c(C#N)ccc(c12)c(C#N)cc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.328935468
N#Cc1cc(C#N)cc(c12)c(C#N)cc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.345066386
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)c(C#N)ccc3C#N,3.324592528
N#Cc1cccc(c12)c(C#N)cc3c2C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.397388466
N#Cc1cccc2c(C#N)cc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.46542785
N#Cc(c1)c(C#N)cc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.319835976
N#Cc1cc(C#N)cc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.295639599
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cc(C#N)cc3,3.397595272
N#Cc(c1)ccc(c1c23)c(C#N)cc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.468943563
N#Cc1c(C#N)ccc(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.329969501
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)ccc(C#N)c3,3.403799471
c1cc(C#N)cc(c1c23)c(C#N)cc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.485074481
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cccc3C#N,3.384566454
N#CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cccc3C#N,3.462739364
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2cc(C#N)c(c3c12)cccc3,3.607917625
N#Cc1c(C#N)c(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.267513896
N#Cc1c(C#N)cc(C#N)c(c12)ccc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.295019179
N#Cc1c(C#N)ccc2ccc(c3c12)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.321076815
N#Cc1c(C#N)ccc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.396354432
N#Cc1cc(C#N)c(C#N)c(c12)ccc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.315699843
N#Cc1cc(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.315493036
N#Cc1cc(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.396561239
N#Cc1ccc(C#N)c(c12)ccc3c2C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.321283622
N#Cc1ccc(C#N)c2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.400076952
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c1c23)ccc3cccc2C#N,3.512579764
N#Cc1c(C#N)c(C#N)cc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.261516503
N#Cc(c1)c(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.316733876
N#Cc(c1)c(C#N)cc(c1c23)ccc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.404006278
N#Cc1cc(C#N)cc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.312390937
N#Cc(c1)cc(C#N)c(c1c23)ccc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.405660731
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2ccc(c3c12)ccc(C#N)c3,3.54049866
N#Cc1c(C#N)ccc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.328521854
c1cc(C#N)c(C#N)c(c1c23)ccc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.412278544
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cc(C#N)cc3,3.536155721
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2ccc(c3c12)c(C#N)ccc3,3.543807567
c1cccc(c(C#N)c2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.174244101
N#Cc1cccc2cc(C#N)c(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.135571259
N#Cc(c1)ccc(cc2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.108065976
c1cc(C#N)cc(cc2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.143429912
c1ccc(C#N)c(cc2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.112202109
c1cccc(cc2C#N)c1c(c23)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.277027001
c1cccc(cc2C#N)c1c(c23)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.297914472
N#Cc1cccc(c12)c(C#N)cc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.203817451
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cc(C#N)cc3,3.207126357
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)ccc(C#N)c3,3.21064207
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cccc3C#N,3.177759814
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cccc3,3.271650028
c1cccc(c1c23)c(C#N)cc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.367608309
N#Cc1c(C#N)ccc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.130814707
N#Cc1cc(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.135571259
N#Cc1ccc(C#N)c(c12)ccc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.130194287
N#Cc1cccc2ccc(c3c12)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.191409052
N#Cc1cccc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C#N)=N/S(=O)(=O)C,3.283438007
N#Cc(c1)c(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.134744033
N#Cc1cc(C#N)cc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.134123613
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(c1c23)ccc2ccc(C#N)c3,3.204231064
N#CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c2ccc(c3c12)ccc(C#N)c3,3.304739091
N#Cc1c(C#N)ccc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.144877558
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(c1c23)ccc2cc(C#N)cc3,3.213123749
N#CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c2ccc(c3c12)cc(C#N)cc3,3.298534892
N#Cc1cccc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.1835504
c1ccc(C#N)c(c1c23)ccc3/C(=N/S(=O)(=O)C)/C(C=C2C#N)=N/S(=O)(=O)C,3.296260019
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cccc3,3.437508954
c1cccc(cc2C#N)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.006110303
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cccc3,3.081801533
N#Cc1cccc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.999285684
N#Cc(c1)ccc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.013968955
c1cc(C#N)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.031961133
N#Cc1cccc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.012314502
CS(=O)(=O)/N=C(\C(C#N)=C1)C(=N/S(=O)(=O)C)\c(c1c23)ccc2cccc3,3.081181113
N#CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c2ccc(c3c12)cccc3,3.186445693
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)c3c(c(C#N)c2C#N)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3C#N)=N\S(=O)(=O)C,4.182633278
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)c(F)c(c23)c(F)c(F)c(F)c3F,3.092555478
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(F)c2c1c(F)c(F)c(c23)c(F)c(F)c(F)c3F,3.020173154
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)c(F)c2cc(F)c(F)c3F,3.066497842
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=C(F)c2c1c(F)c(F)c(c23)c(F)cc(F)c3F,3.091935058
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=C(F)c2c1c(F)c(F)c(c23)c(F)c(F)cc3F,3.079113047
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)cc(F)c(F)c3F,3.05677793
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)cc2c(F)c(F)c(F)c3F,3.077458594
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=C(F)c2c1cc(F)c(c23)c(F)c(F)c(F)c3F,3.070633974
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc2c1c(F)c(F)c(c23)c(F)c(F)c(F)c3F,3.006523916
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)c(F)c(c23)cc(F)c(F)c3F,3.060707256
CS(=O)(=O)\N=C(C=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)c(F)c2cc(F)c(F)c3F,2.982120732
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)c(F)c(c23)c(F)cc(F)c3F,3.0776654
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(F)c2c1c(F)c(F)c(c23)c(F)cc(F)c3F,3.00507627
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)c(F)c2ccc(F)c3F,3.050987344
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)c(F)c(c23)c(F)c(F)cc3F,3.050780537
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(F)c2c1c(F)c(F)c(c23)c(F)c(F)cc3F,2.995356357
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)c(F)c2cc(F)cc3F,3.048919277
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=C(F)c2c1c(F)c(F)c(c23)c(F)ccc3F,3.066084228
CS(=O)(=O)\N=C(C(F)=C1)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)cc(F)c(F)c3F,3.048298857
CS(=O)(=O)\N=C(C=C1F)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)cc(F)c(F)c3F,2.975296113
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c12)c(F)c(F)c3c2cc(F)c(F)c3,3.019552734
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)cc(F)cc3F,3.043335498
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)ccc(F)c3F,3.032374746
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)cc(c23)c(F)c(F)c(F)c3F,3.066084228
CS(=O)(=O)\N=C(C=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)cc2c(F)c(F)c(F)c3F,2.998458457
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)cc3cc(F)c(F)c2F,3.02968626
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)cc2c(F)cc(F)c3F,3.061741289
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)cc2c(F)c(F)cc3F,3.054709863
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c12)c(F)cc3c2cc(F)c(F)c3F,3.026790967
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1cc(F)c(c23)c(F)c(F)c(F)c3F,3.083249179
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(F)c2c1cc(F)c(c23)c(F)c(F)c(F)c3F,3.004662656
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)cc(F)c2cc(F)c(F)c3F,3.039612978
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=C(F)c2c1cc(F)c(c23)c(F)cc(F)c3F,3.057191543
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=C(F)c2c1cc(F)c(c23)c(F)c(F)cc3F,3.05119415
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(cc2F)c1c(c23)cc(F)c(F)c3F,3.028859033
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)ccc2c(F)c(F)c(F)c3F,3.046644404
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc2c1c(F)c(F)c(c23)cc(F)c(F)c3F,2.972607627
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc2c1c(F)c(F)c(c23)c(F)cc(F)c3F,2.995149551
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)c(F)c(c23)ccc(F)c3F,3.042921885
CS(=O)(=O)\N=C(C=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)c(F)c2ccc(F)c3F,2.972607627
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)c(F)cc(F)c3F,2.977157373
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)c(F)c(c23)cc(F)cc3F,3.029479453
CS(=O)(=O)\N=C(C=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)c(F)c2cc(F)cc3F,2.961646875
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc2c1c(F)c(F)c(c23)c(F)ccc3F,3.054709863
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(F)c2c1c(F)c(F)c(c23)c(F)ccc3F,2.986877285
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)c(F)c2cccc3F,3.035270039
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)cc(F)c(F)c3F,2.99887207
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc(c12)c3c(c(F)c2F)cc(F)c(F)c3,3.016243828
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(F)c(c12)c3c(c(F)c2F)cc(F)c(F)c3,2.937450498
CS(=O)(=O)\N=C(C(F)=C1)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)cc(F)cc3F,3.049539697
