SMILEScsa,VoltageCSA
Cc1c(C)c(C)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.598287609
Cc1c(C)cc(C)c(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.627860958
Cc1c(C)cc(C)c(c12)cc3c(c2)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.621449952
Cc1c(C)c(C)cc(c12)cc3c(c2)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.597253575
CS(=O)(=O)/N=C(\C(C)=C1)C(=N/S(=O)(=O)C)\c(c2C)c1c(C)c(c23)cccc3C,2.424363224
c1cc(C)cc(c2C)c1c(C)c(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.41050718
Cc(c1)ccc(c2C)c1c(C)c(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.404096174
Cc1cccc(c12)c(C)c3c(c2C)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.415263732
Cc1c(C)ccc(c12)cc3c(c2C)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.441734982
CS(=O)(=O)/N=C(\C(C)=C1)C(=N/S(=O)(=O)C)\c(c2C)c1cc(c23)cc(C)cc3C,2.43077423
CS(=O)(=O)/N=C(\C(C)=C1)C(=N/S(=O)(=O)C)\c(c2C)c1cc(c23)c(C)ccc3C,2.452282121
Cc(c1)c(C)cc(c2C)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.418365832
Cc1cc(C)cc(c2C)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.440700949
Cc1c(C)ccc(c2C)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.426844904
Cc1c(C)ccc(c12)c(C)c3c(c2)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.543070236
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c2C)c1cc(c23)c(C)cc(C)c3,2.540174943
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c2C)c1cc(c23)c(C)ccc3C,2.549688048
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c2C)c1cc(c23)cc(C)c(C)c3,2.5108084
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c2C)c1cc(c23)cc(C)cc3C,2.526318898
Cc1c(C)ccc(c12)cc3c(c2C)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.511635626
Cc1c(C)c(C)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.535211583
Cc1c(C)cc(C)c(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.569541486
Cc1c(C)cc(C)c(c12)cc3c(c2)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.555685441
Cc1c(C)c(C)cc(c12)cc3c(c2)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.537693263
Cc1c(C)ccc(c12)c(C)c3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.527559738
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2C)c1c(C)c(c23)cc(C)cc3C,2.518046632
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2C)c1c(C)c(c23)c(C)ccc3C,2.549688048
Cc(c1)c(C)cc(c2C)c1c(C)c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.511222013
Cc1cc(C)cc(c12)c(C)c3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.517426212
Cc1c(C)ccc(c12)c(C)c3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.519494279
Cc1c(C)c(C)cc(c12)cc3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.531282257
Cc1c(C)cc(C)c(c12)cc3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.559614767
Cc1cc(C)c(C)c(c12)cc3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.53976133
Cc1c(C)c(C)cc(c2C)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.532109484
Cc1c(C)c(C)cc(c12)c(C)c3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.627447345
Cc1cc(C)c(C)c(c12)cc3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.631583478
Cc1c(C)cc(C)c(c12)cc3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.636546837
Cc1c(C)c(C)cc(c12)cc3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.609248361
Cc1c(C)c(C)c(C)c(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.633444737
c1cccc(c2C)c1cc(c23)C(C)=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.367491398
c1cccc(c2C)c1cc(c23)/C(=N/S(=O)(=O)C)C(\C(C)=C3C)=N\S(=O)(=O)C,2.438839689
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cccc3C,2.495297902
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)cc3c(c2)ccc(C)c3,2.470481105
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)cc3c(c2)cc(C)cc3,2.466344972
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=C(C)c(c2)c1cc(c23)cccc3C,2.482062277
c1cccc(c2C)c1c(C)c(c23)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.46220884
CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2C)c1cc(c23)cccc3C,2.526939318
c1cc(C)cc(c2C)c1cc(c23)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.502742941
Cc(c1)ccc(c2C)c1cc(c23)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.501915714
Cc1cccc(c2C)c1cc(c23)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.536452423
Cc1cccc(c2C)c1cc(c23)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.583604337
Cc(c1)ccc(c2C)c1cc(c23)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.571816359
c1cc(C)cc(c2C)c1cc(c23)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.555065021
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(C)c(c2C)c1cc(c23)cccc3C,2.578020558
Cc1c(C)ccc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.630135831
Cc1cc(C)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.626620118
Cc1ccc(C)c(c12)cc3c(c2)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.64254423
Cc(c1)c(C)cc(c2)c1cc(c23)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.608834747
Cc1cc(C)cc(c12)cc3c(c2)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.63944213
Cc1c(C)ccc(c12)cc3c(c2)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.624758859
c1cccc(c2C)c1c(C)c(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.427465324
CS(=O)(=O)/N=C(\C(C)=C1)C(=N/S(=O)(=O)C)\c(c2C)c1cc(c23)cccc3C,2.457659093
c1cc(C)cc(c2C)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.451454894
Cc(c1)ccc(c2C)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.442769015
Cc1cccc(c2C)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.459520353
c1ccc(C)c(c12)cc3c(c2C)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.570161906
c1cc(C)cc(c12)cc3c(c2C)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.546999562
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c2C)c1cc(c23)ccc(C)c3,2.538934103
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c2C)c1cc(c23)cccc3C,2.53914091
Cc1c(C)ccc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.571195939
Cc1cc(C)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.575125265
Cc1ccc(C)c(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.591256183
Cc(c1)c(C)cc(c2)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.553203761
Cc1cc(C)cc(c12)cc3c(c2)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.572436779
Cc1c(C)ccc(c12)cc3c(c2)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.561476027
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2C)c1c(C)c(c23)cccc3C,2.558580734
c1cc(C)cc(c2C)c1c(C)c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.524250832
Cc(c1)ccc(c2C)c1c(C)c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.525491671
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2C)c1c(C)c(c23)cccc3C,2.53976133
Cc1c(C)ccc(c12)cc3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.557960314
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2C)c1cc(c23)cc(C)cc3C,2.545758722
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2C)c1cc(c23)c(C)ccc3C,2.572643585
Cc(c1)c(C)cc(c2C)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.533350324
Cc1cc(C)cc(c2C)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.557753507
Cc1c(C)ccc(c2C)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.553203761
Cc1c(C)ccc(c12)c(C)c3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.663845314
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2C)c1cc(c23)c(C)cc(C)c3,2.646059942
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2C)c1cc(c23)c(C)ccc3C,2.66529296
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2C)c1cc(c23)cc(C)c(C)c3,2.637787677
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2C)c1cc(c23)cc(C)cc3C,2.638614903
Cc1c(C)ccc(c12)cc3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.63944213
Cc1c(C)c(C)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.66405212
Cc1c(C)cc(C)c(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.683698751
Cc1c(C)cc(C)c(c12)cc3c(c2)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.672737999
Cc1c(C)c(C)cc(c12)cc3c(c2)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.650609689
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)cc3c(c2)cccc3,2.493229836
c1cccc(c2C)c1cc(c23)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.535004777
c1cccc(c2C)c1cc(c23)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.587533663
Cc1cccc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.655159435
CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2)ccc(C)c3,2.64254423
CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2)cc(C)cc3,2.630963058
Cc1cccc(c12)cc3c(c2)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.660122794
c1cccc(c2C)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.471515138
c1cccc(c12)cc3c(c2C)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.567680226
Cc1cccc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.603871388
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c12)cc3c(c2)cc(C)cc3,2.582570304
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c12)cc3c(c2)ccc(C)c3,2.571609552
Cc1cccc(c12)cc3c(c2)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.598080802
c1cccc(c2C)c1c(C)c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.555065021
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2C)c1cc(c23)cccc3C,2.578020558
c1cc(C)cc(c2C)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.564578126
Cc(c1)ccc(c2C)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.555892247
Cc1cccc(c2C)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.58463837
c1ccc(C)c(c12)cc3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.685560011
c1cc(C)cc(c12)cc3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.669429093
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2C)c1cc(c23)ccc(C)c3,2.658468341
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2C)c1cc(c23)cccc3C,2.663845314
Cc1c(C)ccc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.69362547
Cc1cc(C)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.68804169
Cc1ccc(C)c(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.700863702
Cc(c1)c(C)cc(c2)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.670256319
Cc1cc(C)cc(c12)cc3c(c2)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.696934376
Cc1c(C)ccc(c12)cc3c(c2)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.675633292
CC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2)cccc3,2.659915987
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=Cc(c12)cc3c(c2)cccc3,2.603250968
c1cccc(c2C)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.589188116
c1cccc(c12)cc3c(c2C)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.687007657
Cc1cccc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.723612432
c1cc(C)cc(c2)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.704793028
Cc(c1)ccc(c2)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.689075724
Cc1cccc(c12)cc3c(c2)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.714099327
Cc1c(C)c(C)c(C)c(c12)c(C)c3c(c2C)C(C)=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.271739924
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)cc3c(c2)cccc3,2.725680499
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)cc(Cl)c(Cl)c3Cl,2.849144063
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)c(Cl)cc(Cl)c3Cl,2.87023834
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1c(Cl)c(c23)c(Cl)cc(Cl)c3Cl,2.852866582
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1c(Cl)c(c23)cc(Cl)c(Cl)c3Cl,2.837976504
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.854314229
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1cc(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.916976641
CS(=O)(=O)\N=C(C=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.89422791
CS(=O)(=O)\N=C(C(Cl)=C1)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.92131958
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)ccc(Cl)c3Cl,2.825154493
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)cc(Cl)cc3Cl,2.827842979
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)c(Cl)ccc3Cl,2.81853668
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c12)c(Cl)c3c(c2Cl)cc(Cl)c(Cl)c3,2.82101836
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1c(Cl)c(c23)cc(Cl)cc3Cl,2.851625743
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1c(Cl)c(c23)ccc(Cl)c3Cl,2.842112637
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)cc(Cl)c(Cl)c3Cl,2.805301055
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)c(Cl)cc(Cl)c3Cl,2.84438751
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)c(Cl)c(Cl)cc3Cl,2.834253985
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c12)cc3c(c2Cl)cc(Cl)c(Cl)c3Cl,2.847696416
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2Cl)cc(Cl)c(Cl)c3Cl,2.871272373
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1cc(c23)c(Cl)c(Cl)cc3Cl,2.906222696
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1cc(c23)c(Cl)cc(Cl)c3Cl,2.89919127
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1cc(c23)cc(Cl)c(Cl)c3Cl,2.879337832
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.917390254
CS(=O)(=O)\N=C(C=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)cc(Cl)c(Cl)c3Cl,2.851005323
CS(=O)(=O)\N=C(C=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)c(Cl)cc(Cl)c3Cl,2.884094385
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(Cl)c(c2Cl)c1c(Cl)c(c23)c(Cl)cc(Cl)c3Cl,2.875615313
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(Cl)c(c2Cl)c1c(Cl)c(c23)cc(Cl)c(Cl)c3Cl,2.851005323
CS(=O)(=O)\N=C(C=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.859484395
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(Cl)c(c2Cl)c1cc(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.908911182
CS(=O)(=O)\N=C(C(Cl)=C1)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)cc(Cl)c(Cl)c3Cl,2.87582212
CS(=O)(=O)\N=C(C(Cl)=C1)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)c(Cl)cc(Cl)c3Cl,2.898984463
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c2Cl)c1c(Cl)c(c23)c(Cl)cc(Cl)c3Cl,2.902086563
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c2Cl)c1c(Cl)c(c23)cc(Cl)c(Cl)c3Cl,2.889057744
CS(=O)(=O)\N=C(C(Cl)=C1)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.863413721
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c2Cl)c1cc(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.95151335
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.879131026
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1c(Cl)c(c23)cccc3Cl,2.797442403
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c12)c(Cl)c3c(c2Cl)cc(Cl)cc3,2.812952901
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c12)c(Cl)c3c(c2Cl)ccc(Cl)c3,2.803439796
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1c(Cl)c(c23)cccc3Cl,2.816055001
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)ccc(Cl)c3Cl,2.774486866
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)cc(Cl)cc3Cl,2.784620391
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2Cl)c1cc(c23)c(Cl)ccc3Cl,2.804060215
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c12)cc3c(c2Cl)cc(Cl)c(Cl)c3,2.790410977
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c12)cc3c(c2Cl)cc(Cl)cc3Cl,2.830945079
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c12)cc3c(c2Cl)ccc(Cl)c3Cl,2.809023575
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2Cl)ccc(Cl)c3Cl,2.870445147
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2Cl)cc(Cl)cc3Cl,2.87396086
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1cc(c23)c(Cl)ccc3Cl,2.86837708
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2Cl)cc(Cl)c(Cl)c3,2.845421543
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1cc(c23)cc(Cl)cc3Cl,2.861966075
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1cc(c23)ccc(Cl)c3Cl,2.859898008
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cc(Cl)c(Cl)c3Cl,2.872513213
CS(=O)(=O)\N=C(C(Cl)=C1Cl)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)c(Cl)cc(Cl)c3Cl,2.901466143
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2)c1cc(c23)c(Cl)cc(Cl)c3Cl,2.885128418
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2)c1cc(c23)cc(Cl)c(Cl)c3Cl,2.861759268
