SMILEScsa,VoltageCSA
CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c2c1c(N)c(N)c(c23)c(N)ccc3N,2.371834338
CS(=O)(=O)/N=C\1C(=N/S(=O)(=O)C)\c(c(Cl)c(Cl)c(Cl)c2)c2c(c13)cc(Cl)c(Cl)c3Cl,2.670876739
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c1c23)ccc2c(N)ccc3N,2.456418254
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c2c1c(Cl)c(Cl)c(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.918217481
Cc1c(C)cc(C)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cccc3,2.383208703
Cc1ccc(C)c(c12)C(=NS(=O)(=O)C)c3c(C2=NS(=O)(=O)C)c(C)ccc3C,2.187362815
c1cc(C)c(C)c(c1c23)cc(C)c3=CC(=N\S(=O)(=O)C)\C(\C=2C)=N\S(=O)(=O)C,2.931866719
Cc(c1)c(C)cc(c2C)c1c(C)c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.511222013
N#Cc(c1)c(C#N)c(C#N)c(c1c23)ccc3/C(=N/S(=O)(=O)C)C(\C(C#N)=C2C#N)=N\S(=O)(=O)C,3.75412992
CS(=O)(=O)\N=C\1C(OC)=CC(=N/S(=O)(=O)C)\c(c2OC)c1c(OC)c(c23)c(OC)cc(OC)c3OC,2.27939177
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1ccc(c23)c(N)ccc3N,2.84500793
CS(=O)(=O)/N=C(C1Cl)\C(=N\S(=O)(=O)C)C(Cl)=c(c=12)cc3c(c2Cl)cccc3Cl,3.479490702
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1ccc(c23)c(F)c(F)cc3F,3.192029472
Cc1c(C)c(C)cc2/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c3c12)cc(C)c(C)c3C,2.310619572
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1cc(N)c(c23)cc(N)cc3N,2.674185646
COc1c(OC)ccc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cc(OC)c(c3)OC,2.383208703
c1cccc(c2C)c1c(C)c(c23)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,2.295315881
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)cccc3OC,2.566439386
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c2Cl)c1cc(c23)cc(Cl)cc3Cl,2.904361436
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=C(F)c(c1c23)c(F)cc3ccc(F)c2F,3.052228183
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c1c23)ccc3ccc(N)c2N,2.781518292
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)C(=NS(=O)(=O)C)c3c(C2=NS(=O)(=O)C)c(C#N)c(C#N)c(C#N)c3C#N,3.639972654
COc1c(OC)c(OC)cc2cc(OC)c(c3c12)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.319719065
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cc(N)cc3,2.577813751
N#Cc(c1)cc(C#N)c(cc2C#N)c1c(c23)/C(=N/S(=O)(=O)C)C=CC\3=N/S(=O)(=O)C,3.128333027
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(N)c(c2N)c1cc(c23)cccc3N,2.312274026
Cc1c(C)ccc(c2C)c1cc(c23)C(C)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.493229836
COc1c(OC)c(OC)cc(c12)c=3c(cc2OC)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,2.969919141
CS(=O)(=O)\N=C\1C=C(OC)C(=N/S(=O)(=O)C)\c(c12)c(OC)cc3c2cc(OC)c(c3)OC,2.432221877
N#Cc1c(C#N)c(C#N)cc2c(C#N)cc(c3c12)C(=N\S(=O)(=O)C)\C(C#N)=C(C#N)/C3=N\S(=O)(=O)C,3.740480681
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c2OC)c=1cc(c23)ccc(c3)OC,3.255312304
Cc1cc(C)c(C)c2cc(C)c(c3c12)C(C)=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.421054318
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cccc3,2.511842433
COc1cc(OC)cc(c2OC)c1cc(c23)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.412575246
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cc(N)c(c3)N,2.492816222
CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1ccc(c23)c(F)cc(F)c3,3.2863333
CS(=O)(=O)\N=C\1C(N)=C(N)C(=N/S(=O)(=O)C)\c(c12)cc(N)cc2N,2.20183928
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1c(N)cc(c23)c(N)c(N)c(c3)N,2.956269902
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1c(N)cc(c23)c(N)c(N)cc3,2.975089307
N#Cc1cccc2c(C#N)c(C#N)c(c3c12)/C(=N/S(=O)(=O)C)C=C(C#N)/C3=N\S(=O)(=O)C,3.369469569
Cc1cc(C)cc2c(C)cc(c3c12)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.68990295
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c2ccc(c3c12)cc(Cl)cc3,2.801578536
COc(c1)c(OC)cc(c12)C=C(OC)C(=N/S(=O)(=O)C)\C\2=N\S(=O)(=O)C,2.415470539
CS(=O)(=O)/N=C1\C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)c(c1c23)ccc3c(C#N)ccc2C#N,3.475354569
CS(=O)(=O)\N=C\1C=C(F)C(=N/S(=O)(=O)C)\c(c12)cc3c(c2F)ccc(F)c3F,2.790410977
CS(=O)(=O)\N=C(C1F)/C(=N/S(=O)(=O)C)C(F)=c2c=1cc(F)c(c23)c(F)c(F)c(F)c3F,3.279301874
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2ccc(c3)N,2.328198137
CS(=O)(=O)\N=C(C1N)\C(=N/S(=O)(=O)C)C(N)=c(c=1c23)cc(N)c2cc(N)cc3N,2.402234914
Cc1cc(C)c(C)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(C)cc3,2.35322174
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\C(C)=C(C)c(c2)c1cc(c23)cc(C)cc3C,2.463036066
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c2c1c(Cl)c(Cl)c(c23)c(Cl)cc(Cl)c3Cl,2.992047451
Cc1c(C)ccc(c12)c(C)c3c(c2C)/C(=N/S(=O)(=O)C)C(\C(C)=C3)=N\S(=O)(=O)C,2.40740508
CS(=O)(=O)/N=C\1c(c(Cl)ccc2)c2C(=N\S(=O)(=O)C)\c(c13)ccc(Cl)c3Cl,2.516598986
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c12)cc3c(c2F)ccc(F)c3,2.823706846
Cc1c(C)c(C)cc2cc(C)c(c3c12)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.61173004
CS(=O)(=O)/N=C(\C=1C)C(=N/S(=O)(=O)C)\C(C)=c(c12)cc3c(c2)cccc3,3.121508408
Cc1cc(C)cc2c(C)c(C)c(c3c12)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,2.226656077
COc(c1)cc(OC)c(C\2=N/S(=O)(=O)C)c1C(=N/S(=O)(=O)C)\c(c23)c(OC)ccc3OC,2.143106194
CS(=O)(=O)\N=C(C1Cl)\C(=N/S(=O)(=O)C)C(Cl)=c2ccc(c3c=12)cccc3,3.224911728
Cc1c(C)c(C)cc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,2.833633565
Nc1ccc(N)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(N)cc3,2.154480559
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c2Cl)c1c(Cl)c(c23)cc(Cl)cc3Cl,2.881199092
CS(=O)(=O)/N=C(\C=1C#N)/C(=N\S(=O)(=O)C)C=c(c2C#N)c1cc(c23)cc(C#N)cc3,3.860428533
COc1cccc2cc(OC)c(c3c12)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,2.416711379
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)C=c(c=1c23)c(F)cc2cccc3,3.246419618
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=C(F)c(c12)c(F)c3c(c2F)ccc(F)c3,2.801992149
Cc1c(C)ccc(c12)/C(=N/S(=O)(=O)C)C=CC\2=N/S(=O)(=O)C,2.648955235
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(F)=c(c(F)c2F)c=1c(c23)c(F)cc(F)c3F,3.274338515
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c(c1c23)ccc2c(N)ccc3N,2.474824045
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(N)c2c1cc(N)c(c23)c(N)c(N)c(N)c3N,2.33233427
COc1cc(OC)cc(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cccc3,2.342674602
CS(=O)(=O)\N=C(C1)\C(=N\S(=O)(=O)C)\C(Cl)=c(c=12)cc(Cl)cc2Cl,3.314872616
CS(=O)(=O)/N=C\1C(=N\S(=O)(=O)C)\C(C#N)=Cc(c12)ccc(C#N)c2,3.100000517
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)c3c(c(C#N)c2C#N)C(=N\S(=O)(=O)C)\C(C#N)=CC\3=N/S(=O)(=O)C,3.884624909
CS(=O)(=O)\N=C(C(=C1)N)\C(=N\S(=O)(=O)C)\c(c12)cc(N)c(N)c2N,2.25478178
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c1c23)c(N)c(N)c2cc(N)c(N)c3N,2.185087942
CS(=O)(=O)/N=C(\C=1C)C(=N/S(=O)(=O)C)\C(C)=c(c2)c1cc(c23)cc(C)cc3C,3.074770107
N#Cc1c(C#N)cc(C#N)c(c12)c(C#N)c3c(c2C#N)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,3.662928191
Cc(c1)ccc(c2C)c1c(C)c(c23)/C(=N/S(=O)(=O)C)C(\C(C)=C3C)=N\S(=O)(=O)C,2.279805383
COC1C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)C(OC)=c(c=12)c(OC)cc3c2cccc3,2.886989678
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2N)c1c(N)c(c23)c(N)ccc3N,2.216315745
CC1=CC(C)=CC(=N\S(=O)(=O)C)\C\1=N\S(=O)(=O)C,2.874788086
Cc1cc(C)cc(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cccc3,2.244648254
CS(=O)(=O)/N=C\1c(cc(N)c(c2)N)c2C(=N\S(=O)(=O)C)\c(c13)ccc(N)c3N,2.031016995
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c1c23)c(Cl)cc2c(Cl)ccc3Cl,2.947584024
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c12)c(N)c3c(c2N)cccc3,2.104226546
COc1c(OC)c(OC)c(OC)c2cc(OC)c(c3c12)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,2.37845215
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc2c1cc(F)c(c23)cc(F)cc3F,2.946756797
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)\C(C)=c(c=1c23)ccc3cc(C)cc2C,2.935382432
Cc1c(C)ccc(c12)c3c(cc(C)c(C)c3)/C(=N/S(=O)(=O)C)C\2=N\S(=O)(=O)C,2.32799133
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c12)ccc(c2)N,2.414229699
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(F)c(c1c23)c(F)cc2c(F)cc(F)c3F,2.92628294
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cc(N)cc3,2.357151066
COC1=C(OC)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c12)c(OC)c(OC)c3c2ccc(c3)OC,2.712238067
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c2Cl)c1cc(c23)cc(Cl)cc3Cl,2.861966075
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)cc3c(c2F)cccc3F,2.736641251
COc1cc(OC)c(OC)c(c12)C=C(OC)C(=N/S(=O)(=O)C)\C\2=N\S(=O)(=O)C,2.360666779
COc1c(OC)c(OC)c(OC)c2ccc(c3c12)/C(=N/S(=O)(=O)C)C=C(OC)C\3=N/S(=O)(=O)C,2.432842297
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2ccc(c3c12)c(C#N)ccc3,3.715663885
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c(c1c23)ccc2c(N)cc(N)c3N,2.420227092
CS(=O)(=O)/N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c12)cccc2,2.466758586
COc1cc(OC)c(OC)c2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=C3OC,2.583811144
CS(=O)(=O)\N=C\1C=C(F)C(=N/S(=O)(=O)C)\c(c1c23)c(F)cc3ccc(F)c2F,2.830117852
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c(C#N)c2C#N)c=1c(c23)c(C#N)ccc3C#N,3.729726736
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1c(N)c(N)c(c23)cccc3,2.94592957
CS(=O)(=O)/N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)c(N)ccc2N,2.321787131
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cccc3N,2.633858351
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c12)c(N)cc3c2cc(N)c(N)c3N,2.232239856
COC(=C1)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)ccc3OC,2.450007248
COc1ccc(OC)c(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)c(OC)ccc3,2.274635217
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc2c1c(N)c(N)c(c23)ccc(N)c3N,2.497365968
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c2N)c1cc(c23)c(N)ccc3N,2.182399456
CS(=O)(=O)\N=C\1C(OC)=C(OC)C(=N/S(=O)(=O)C)\c(c12)cc(OC)cc2OC,2.459313547
COC1=CC(OC)=CC(=N/S(=O)(=O)C)/C1=N/S(=O)(=O)C,2.807162315
CS(=O)(=O)\N=C\1C=C(C)/C(=N\S(=O)(=O)C)c(c(C)c2C)c1c(c23)c(C)c(C)cc3C,2.301933694
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc(c(F)c2F)c1c(c23)cccc3F,2.99763123
COC1/C(=N\S(=O)(=O)C)/C(=N\S(=O)(=O)C)C=c2cc(OC)c(c3c=12)cccc3,2.798890049
N#Cc(c1)ccc(c1c23)c(C#N)c(C#N)c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.337000927
Clc1ccc(Cl)c(C2=NS(=O)(=O)C)c1C(=NS(=O)(=O)C)c(c23)c(Cl)ccc3Cl,2.466758586
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c2c1cc(N)c(c23)c(N)c(N)cc3N,2.225622043
Cc(c1)c(C)cc(c2C)c1cc(c23)/C(=N/S(=O)(=O)C)C(\C(C)=C3C)=N\S(=O)(=O)C,2.377624924
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c1c23)ccc2c(N)ccc3N,2.521769152
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(N)c(c12)c(N)cc3c2cc(N)cc3,2.327577717
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c1c23)c(N)cc3ccc(N)c2N,2.351153674
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2C)c1c(C)c(c23)cccc3C,2.558580734
CS(=O)(=O)/N=C1\C(C)=CC(=N/S(=O)(=O)C)\c(c2C)c1cc(c23)cccc3C,2.464276906
c1cc(N)c(N)c(c1c23)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2cccc3N,2.299245207
CS(=O)(=O)/N=C1\C(C#N)=CC(=N/S(=O)(=O)C)\c(c(C#N)c2C#N)c1c(c23)c(C#N)c(C#N)cc3C#N,3.712148172
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c2c1c(N)c(N)c(c23)c(N)c(N)c(N)c3N,2.148069553
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c12)c3c(c(N)c2N)cc(N)cc3,2.451248088
COc1c(OC)c(OC)cc2c(OC)cc(c=3c12)=C(OC)C(=N/S(=O)(=O)C)/C(C3OC)=N/S(=O)(=O)C,2.7163742
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc2c1ccc(c23)c(N)c(N)c(c3)N,2.58836089
CS(=O)(=O)\N=C(\C1N)/C(=N/S(=O)(=O)C)C=c2c=1c(N)c(N)c(c23)cc(N)cc3N,2.622690792
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c2OC)c=1cc(c23)cccc3OC,3.274338515
Cc1c(C)c(C)c(C)c(c12)c(C)c3c(c2C)C(=N\S(=O)(=O)C)\C(C)=CC\3=N/S(=O)(=O)C,2.366457365
Cc1c(C)ccc(c12)c(C)c3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.443389435
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)cc(C#N)c3c2=CC(=N/S(=O)(=O)C)\C(\C=3C#N)=N/S(=O)(=O)C,3.992784782
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c12)cc3c(c2N)cc(N)cc3N,2.078996136
COc1c(OC)c(OC)c(OC)c(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.418779445
CS(=O)(=O)\N=C\1C=C(OC)C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)ccc3OC,2.369559465
Cc1c(C)c(C)c(C)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(C)cc3,2.307724279
COc(c1)ccc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.163283349
Cc1c(C)c(C)cc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)c(C)ccc3C,2.167509378
COc1cccc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cccc3,2.533143517
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cccc3C#N,3.381464354
N#Cc1c(C#N)cc(C#N)c(c12)cc=3c(c2)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.74792572
COC1/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=c2c=1c(OC)c(OC)c(c23)ccc(OC)c3OC,2.932280332
COc1cccc(c12)c3c(c(OC)ccc3)/C(=N/S(=O)(=O)C)C\2=N\S(=O)(=O)C,2.360873586
Cc1c(C)cc(C)c(c12)c3c(cc2C)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,2.440494142
CS(=O)(=O)/N=C(C1)\C(=N\S(=O)(=O)C)\C(N)=c2c=1cc(N)c(c23)c(N)c(N)cc3N,2.344535861
CS(=O)(=O)/N=C\1c(c(N)cc(c2)N)c2/C(=N/S(=O)(=O)C)c(c13)ccc(N)c3N,2.003511712
CS(=O)(=O)\N=C\1C(F)=CC(=N/S(=O)(=O)C)\c(c12)c(F)c3c(c2F)cc(F)cc3,2.695486729
Cc1cc(C)c(C)c2ccc(c3c12)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,2.465104132
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc2c1c(F)c(F)c(c23)c(F)ccc3F,2.9717804
Cc1c(C)c(C)cc(c12)cc3c(c2C)=C(C)/C(=N/S(=O)(=O)C)C(\C=3C)=N\S(=O)(=O)C,2.953167803
CS(=O)(=O)\N=C\1C=C(Cl)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cccc3,2.786481651
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c2N)c1cc(c23)cc(N)cc3,2.469653879
Cc(c1)ccc(c1c23)c(C)c(C)c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.726300919
CS(=O)(=O)\N=C\1C(N)=C(N)C(=N/S(=O)(=O)C)\c(cc2N)c1c(c23)cccc3N,2.242373381
N#Cc1c(C#N)c(C#N)cc(c12)C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)C\2=N\S(=O)(=O)C,3.857326433
COc1c(OC)c(OC)c(OC)c2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=C3OC,2.556926281
Cc(c1)c(C)cc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)ccc(C)c3,2.480821437
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1c(F)cc(c23)c(F)c(F)cc3F,3.286540107
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)c(F)c(F)c(F)c3F,2.905395469
CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1c(F)cc(c23)c(F)ccc3F,3.244144745
Cc1c(C)ccc2cc(C)c(c3c12)/C(=N/S(=O)(=O)C)C(\C(C)=C3C)=N\S(=O)(=O)C,2.494470675
COc1c(OC)c(OC)c(OC)c2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)ccc(OC)c3OC,2.232446662
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c(c2N)c=1cc(c23)c(N)cc(N)c3N,2.756287882
Clc1cc(Cl)c(Cl)c(C\2=N\S(=O)(=O)C)c1C(=N\S(=O)(=O)C)\c(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.568714259
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c12)c(N)c3c(c2N)cc(N)c(c3)N,2.163786858
CS(=O)(=O)\N=C(\C1N)/C(=N/S(=O)(=O)C)C=c2c=1c(N)c(N)c(c23)c(N)c(N)c(N)c3N,2.526939318
CS(=O)(=O)\N=C\1C(F)=C(F)C(=N/S(=O)(=O)C)\c(c12)c(F)c3c(c2F)cccc3,2.701897735
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc2c1ccc(c23)c(N)cc(c3)N,2.674185646
Cc1cc(C)c(C)c(c12)cc=3c(c2C)=C(C)/C(=N\S(=O)(=O)C)/C(C3)=N\S(=O)(=O)C,3.060914062
COc(c1)ccc(c2OC)c1cc(c23)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.441114562
Cc1cc(C)cc2c(C)c(C)c(c3c12)/C(=N/S(=O)(=O)C)C=CC\3=N/S(=O)(=O)C,2.530661837
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(OC)c(c(OC)c2OC)c1c(c23)cc(OC)c(OC)c3OC,2.50646546
Cc1c(C)ccc2cc(C)c(c3c12)C(=N\S(=O)(=O)C)\C(C)=CC\3=N/S(=O)(=O)C,2.365009719
N#Cc(c1)ccc(c(C#N)c2C#N)c1c(c23)C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.821548884
N#Cc1c(C#N)c(C#N)cc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.261516503
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)cc3c(c2)cc(Cl)c(Cl)c3,2.782759132
Nc1cc(N)c(N)c(c1c23)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2cc(N)c(N)c3N,2.061210765
CS(=O)(=O)/N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)ccc(N)c2N,2.325716457
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c2ccc(c3c12)c(N)c(N)cc3,2.379899797
COC(=C1)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2OC)c1c(OC)c(c23)c(OC)cc(OC)c3OC,2.448766408
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c2c(N)cc(c3c=12)ccc(c3)N,2.802198956
COc1c(OC)c(OC)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,2.45600464
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc(c2F)c1cc(c23)cc(F)c(F)c3F,2.904775049
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c1c23)cc(F)c2cc(F)c(F)c3F,2.856175489
CS(=O)(=O)\N=C\1C(OC)=CC(=N/S(=O)(=O)C)\c(c2OC)c1c(OC)c(c23)ccc(OC)c3OC,2.347844768
COc1c(OC)ccc2c(OC)cc(c3c12)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,2.497365968
COc1c(OC)ccc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)cccc3OC,2.187362815
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c12)cc3c(c2Cl)ccc(Cl)c3Cl,2.819570713
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2Cl)c1cc(c23)cc(Cl)c(Cl)c3,2.849764483
