SMILES,Voltage
c1([H])c(N([H])[H])c(N([H])[H])c([H])c2c(=O)c(=O)c3c4c(c(=O)c(=O)c=3c12)c([H])c(N([H])[H])c(N([H])[H])c4[H],2.707480714
O=C1c2c([H])c([H])c([H])c([H])c2C(=O)C([H])=C1S(=O)(O[Na])=O,2.9
C(S(=O)(=O)/N=C1\C([H])=c2c(c([H])c([H])c3c2c([H])c([H])c(C#N)c3[H])=C(C#N)\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],3.511752538
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C(OC([H])([H])[H])=C(OC([H])([H])[H])c2c(OC([H])([H])[H])c3c(c(OC([H])([H])[H])c2\1)c([H])c([H])c([H])c3OC([H])([H])[H])([H])([H])[H],2.481028244
C(c1c([H])c(=O)c(=O)c2c(C([H])([H])[H])c([H])c(=O)c(=O)c1=2)([H])([H])[H],3.504787795
O(C(O[Li])(c1c([H])c([H])c(C(O[H])(O[Li])[H])s1)[H])[H],1.0
O(c1c(-c2c(O[H])c3c([H])c([H])c([H])c([H])c3n2[H])n([H])c2c([H])c([H])c([H])c([H])c12)[H],2.3
O=C1C([H])=C([H])C(=O)C(C2=C([H])C(=O)C([H])=C([H])C2=O)=C1[H],2.8
C(OC1=c2c(c([H])c3c(c2[H])c([H])c([H])c([H])c3[H])=C(OC([H])([H])[H])C(=O)C1=O)([H])([H])[H],2.952113377
C(S(=O)(=O)/N=C1\C(C([H])([H])[H])=C([H])c2c(c([H])c(C([H])([H])[H])c3c2c(C([H])([H])[H])c([H])c([H])c3C([H])([H])[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.707481515
O=C1C(O[Li])=C(O[Li])C(O[Li])=C1O[Li],1.7
N(c1c([H])c(O[Li])c(N([H])[H])c([H])c1O[Li])([H])[H],2.3
[O-][N+](c1c([H])c([N+]([O-])=O)c([H])c(N(c2c([H])c([H])c(-c3c([H])c(-c4c([H])c([H])c(N(c5c([H])c([N+]([O-])=O)c([H])c([N+]([O-])=O)c5[H])[H])c([H])c4[H])c([H])c(-c4c([H])c([H])c(N(c5c([H])c([N+]([O-])=O)c([H])c([N+]([O-])=O)c5[H])[H])c([H])c4[H])c3[H])c([H])c2[H])[H])c1[H])=O,2.2
O=C(OC1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N([O])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H])C(c1c(C([H])([H])[H])sc(C([H])([H])[H])c1[H])([H])[H],3.6
C(c1nnc(SSC([H])([H])[H])s1)([H])([H])[H],2.85
C(c1c([H])c(C([H])([H])[H])c([H])c2c(C([H])([H])[H])c(C([H])([H])[H])c3c(c12)C(=N/S(=O)(=O)C([H])([H])[H])/C(=N/S(=O)(=O)C([H])([H])[H])C(C([H])([H])[H])=C3C([H])([H])[H])([H])([H])[H],2.392308195
C(S(=O)(=O)/N=C1\C([H])=C([H])c2c(c(Cl)c3c(c2Cl)c(Cl)c([H])c([H])c3Cl)\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.824947686
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C(F)=C([H])c2c(F)c3c(c([H])c2\1)c(F)c(F)c([H])c3F)([H])([H])[H],2.938691338
C(c1c([H])c2c(n(C([C@@]([C@@]([C@@](C(O[H])([H])[H])(O[H])[H])(O[H])[H])(O[H])[H])([H])[H])c3nc(=O)n([H])c(=O)c-3n2)c([H])c1Br)([H])([H])[H],2.6
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C([H])=C(N([H])[H])c2c\1c([H])c1c(c2[H])c([H])c([H])c([H])c1[H])([H])([H])[H],2.436564816
C(OC1=c2c(c3c(c(OC([H])([H])[H])c2OC([H])([H])[H])c([H])c([H])c(OC([H])([H])[H])c3OC([H])([H])[H])=C([H])C(=N\S(=O)(=O)C([H])([H])[H])/C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.932280332
C(Oc1c([H])c([H])c([H])c2c([H])c(OC([H])([H])[H])c3c(c12)/C(=N/S(=O)(=O)C([H])([H])[H])C([H])=C(OC([H])([H])[H])/C3=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.416711379
[Li]Oc1c(O[Li])c2c([H])c([H])c([H])c([H])c2c2c1c([H])c([H])c([H])c2[H],2.74
c1([H])c(=O)c(=O)c([H])c2c(Cl)c3c(c(Cl)c12)c([H])c1c(c3[H])c(=O)c([H])c([H])c1=O,3.656318286
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C(F)=C(F)c2c\1c1c(c([H])c2[H])c(F)c(F)c([H])c1F)([H])([H])[H],2.903534209
O=c1c([H])c([H])c(=O)c2c1c1c(c(Cl)c2Cl)c(Cl)c(Cl)c2c1c(=O)c([H])c([H])c2=O,2.908244246
C(Oc1c(=O)c2c(=O)c([H])c([H])c(=O)c=2c(=O)c1OC([H])([H])[H])([H])([H])[H],3.136976744
C(S(=O)(=O)/N=C1\C(N([H])[H])=C(N([H])[H])c2c(c(N([H])[H])c([H])c3c2c([H])c(N([H])[H])c(N([H])[H])c3N([H])[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.208250286
Clc1c(Cl)c([H])c(Cl)c2c1C(=O)C([H])=C([H])C2=O,2.749434162
C(c1nc2c(=O)nc(C(OC(=O)C#N)([H])[H])c=2c1=O)([H])([H])[H],3.4495
O=c1c([H])c([H])c(=O)c2c1c([H])c([H])c1c2c(=O)c([H])c([H])c1=O,2.77
N#Cc1c([H])c2c(c([H])c1[H])c(C#N)c([H])c1c2/C(=N/S(=O)(=O)C([H])([H])[H])C([H])=C(C#N)/C1=N\S(=O)(=O)C([H])([H])[H],3.364092597
C(C(C(C(OC(C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])N([O])C1(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])(OC([H])([H])[H])[H])([H])[H])([H])([H])[H],3.65
C(c1c([H])c2c(c([H])c1C([H])([H])[H])C(=N/S(=O)(=O)C([H])([H])[H])/C(=N/S(=O)(=O)C([H])([H])[H])c1c-2c([H])c(C([H])([H])[H])c([H])c1[H])([H])([H])[H],2.480821437
C(c1c([H])c([H])c(C([H])([H])[H])c2c1C(C([H])([H])[H])=C([H])C(=N\S(=O)(=O)C([H])([H])[H])/C2=N/S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.349499221
Clc1c([H])c([H])c([H])c2c1-c1c(c([H])c([H])c([H])c1Cl)C(=O)C2=O,2.669550199
C(c1c(Br)c(=O)c(=O)c2c(=O)c(C(=O)[H])c(N([H])[H])c1=2)([H])([H])[H],3.1604
N#Cc1c(N(S(C([H])([H])[H])(=O)=O)[H])c([H])c(C#N)c(N(S(C([H])([H])[H])(=O)=O)[H])c1[H],3.4
O=C(O[Li])c1c([H])c([H])c(/C(=N/C(C(/N=C(/c2c([H])c([H])c(C(O[Li])=O)c([H])c2[H])[H])([H])[H])([H])[H])[H])c([H])c1[H],0.85
[Li]Sc1c([H])c([H])c(S[Li])c([H])c1[H],2.1
N#Cc1c(C#N)c(C#N)c([H])c2c1C(=N\S(=O)(=O)C([H])([H])[H])/C(=N/S(=O)(=O)C([H])([H])[H])C(C#N)=C2C#N,3.857326433
C(c1c([H])c([H])c(C([H])([H])[H])n1[H])([H])([H])[H],3.0
c1([H])c([H])c([H])c([H])c2c1-c1c(c3c(c([H])c1[H])c([H])c([H])c([H])c3[H])C(=O)C2=O,2.391201523
C(C(C(C([H])([H])[H])([H])[H])(c1c([H])c2c(s1)C(=O)c1c(sc([H])c1[H])C2=O)[H])([H])([H])[H],2.41
O(c1c(O[H])c(-c2c(O[H])c3c([H])c([H])c([H])c([H])c3c(O[H])c2O[H])c(O[H])c2c1c([H])c([H])c([H])c2[H])[H],2.34
S=C1C(F)=C([H])C(=S)C(F)=C1[H],2.4
C(Oc1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2c([H])c([H])c3c(c12)/C(=N/S(=O)(=O)C([H])([H])[H])C(OC([H])([H])[H])=C([H])/C3=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.432842297
N#CC(C#N)=c1c([H])c([H])c(=C(C#N)C#N)c([H])c1[H],2.8
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C(N([H])[H])=C(N([H])[H])c2c([H])c3c(c([H])c2\1)c([H])c(N([H])[H])c([H])c3N([H])[H])([H])([H])[H],2.243821028
C(S(=O)(=O)/N=C1\C(F)=C([H])c2c(c3c(c(F)c2[H])c(F)c(F)c([H])c3F)\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.915115381
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C(F)=C(F)c2c\1c1c(c([H])c2F)c([H])c([H])c(F)c1F)([H])([H])[H],3.052228183
c1([H])c([H])c([H])c([H])c2c(C([H])([H])[H])c3c(c(C([H])([H])[H])c12)c([H])c([H])c1c3C([H])=C([H])C(=O)C1=O,2.621849704
[O-][N+](c1c([H])c2c3c(c4nc5c([H])c([H])c([H])c([H])c5nc4c4c([H])c([H])c([H])c(c5nc6c([H])c([H])c([H])c([H])c6nc25)c34)c1[H])=O,0.5
N(c1c(O[H])c([H])c(N([H])[H])c(O[H])c1[H])([H])[H],2.3
O=c1c(C([H])([H])[H])c(C([H])([H])[H])c(=O)c2c(=O)c([H])c([H])c(=O)c1=2,3.146555157
C1([H])=C([H])C(C2=C(O[H])/C(=C3/N=C(C4=C(O[H])C(=C([H])[H])C4=O)C([H])=C3[H])C2=O)=NC1=C([H])[H],2.8
C(S(=O)(=O)/N=C1/c2c(Cl)c([H])c([H])c([H])c2/C(=N/S(=O)(=O)C([H])([H])[H])c2c1c(Cl)c(Cl)c([H])c2[H])([H])([H])[H],2.516598986
N#Cc1c(C#N)c([H])c(C#N)c2c([H])c([H])c3c(c12)C(=N/S(=O)(=O)C([H])([H])[H])/C(=N/S(=O)(=O)C([H])([H])[H])C(C#N)=C3C#N,3.761368152
O(c1c([H])c([H])c(O[H])c2c([H])c3c([H])c([H])c([H])c([H])c3c([H])c12)[H],2.27
C(S(=O)(=O)/N=C1\C(Cl)=C([H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c1c1c(c(Cl)c2Cl)c([H])c([H])c([H])c1[H])([H])([H])[H],2.847696416
C(c1nc2nc(=N[H])c(=N[H])nc-2c([H])nc(C#N)n1)([H])([H])[H],2.919
C(c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c2c1-c1c(c([H])c([H])c(C([H])([H])[H])c1[H])C(=N\S(=O)(=O)C([H])([H])[H])/C2=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.339158889
O=c1c(=O)c(=O)c(O[Li])c(O[Li])c1=O,2.4
O=C(O[H])c1c([H])c([H])c(N(N(c2c([H])c([H])c(C(O[H])=O)c([H])c2[H])[H])[H])c([H])c1[H],1.55
O=c1c([H])c([H])c(=O)c2c1c1c(c(Cl)c2[H])c(=O)c([H])c([H])c1=O,2.835831446
O(C(/C(=C(C(=C(C(=C(C(=C(/C(O[H])=O)[H])/[H])\[H])/[H])\[H])/[H])\[H])[H])=O)[H],1.49
O=c1c([H])c([H])c(=O)c2c([H])c([H])c(=O)c(=O)c1=2,3.473179033
C(S(=O)(=O)/N=C1\C(F)=C(F)/C(=N\S(=O)(=O)C([H])([H])[H])c2c([H])c([H])c3c(c21)c([H])c(F)c(F)c3[H])([H])([H])[H],2.8689975
[Li]Oc1c(O[Li])c([H])c([H])c([H])c1[H],3.08
C(Oc1c([H])c([H])c([H])c2c1C(=O)C(=O)C([H])=C2[H])([H])([H])[H],2.37396038
O=c1c(=O)c([H])c([H])c2c1c([H])c1c(c2[H])c(=O)c(=O)c([H])c1[H],3.200960541
O=C1C([H])=C([H])C([H])=C([H])C1=O,3.08
C1([H])=c2c(c([H])c([H])c(Cl)c2[H])=C([H])C(=O)C1=O,3.164562573
O=C1N(C([H])([H])[H])C(=O)c2c3c1c([H])c([H])c1c4c(Br)c([H])c5c6c(c([H])c(Br)c(c46)c(c13)c(Br)c2[H])C(=O)N(C([H])([H])[H])C5=O,2.6
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C(C([H])([H])[H])=C([H])c2c\1c([H])c1c(c2[H])c([H])c([H])c(C([H])([H])[H])c1[H])([H])([H])[H],2.582570304
Brc1nc(=O)nc2c1c([H])c(Br)c1nc([H])snc21,3.0937
O=c1c(=O)c([H])c([H])c2c(=O)c(=O)c([H])c(N([H])[H])c1=2,3.558810044
C(S(=O)(=O)/N=C1\C([H])=C(N([H])[H])c2c(c(N([H])[H])c3c(c2[H])c(N([H])[H])c(N([H])[H])c([H])c3N([H])[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.080030169
O(c1c([H])c(-c2c(O[H])c3c([H])c([H])c([H])c([H])c3c(O[H])c2[H])c(O[H])c2c1c([H])c([H])c([H])c2[H])[H],2.3
C(c1c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c2c1-c1c(c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H])C(=N\S(=O)(=O)C([H])([H])[H])/C2=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.160064338
C(S(=O)(=O)/N=C1/C(N([H])[H])=c2c(c3c(c(N([H])[H])c2N([H])[H])c(N([H])[H])c(N([H])[H])c(N([H])[H])c3N([H])[H])=C([H])/C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.526939318
O=C1C(=O)c2c(nc([H])c([H])c2[H])-c2c1c([H])c([H])c([H])n2,2.74
C(Oc1c([H])c([H])c(OC([H])([H])[H])c2c(=O)c3c(=O)c4c(c(=O)c=3c(=O)c12)c(OC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])([H])([H])[H],2.602692878
C(C1=c2c(c([H])c([H])c(C([H])([H])[H])c2[H])=C(C([H])([H])[H])C(=O)C1=O)([H])([H])[H],2.827402442
C(S(=O)(=O)/N=C1\C(OC([H])([H])[H])=C(OC([H])([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c1c([H])c1c(c2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])([H])([H])[H],2.412988859
C(c1c([H])c([H])c(C([H])([H])[H])c2c1-c1c(c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H])C(=O)C2=O)([H])([H])[H],2.01151324
O=C1C(C([H])([H])[H])=C(C([H])([H])[H])C(=O)c2c1c([H])c([H])c([H])c2[H],2.359018056
c12c3c(=O)c(=O)c4c-1c(c(=O)c(=O)c2c(Cl)c([H])c3Cl)c(Cl)c([H])c4Cl,2.917822659
c1([H])c(Cl)c([H])c([H])c2c1C(=O)C(Cl)=C(Cl)C2=O,2.880275281
O=C(c1c([H])c([H])c([H])c([H])c1N1c2c([H])c([H])c([H])c([H])c2N(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c21)[H],3.3
O=c1c(C([H])([H])[H])c(C([H])([H])[H])c(=O)c2c(=O)c(=O)c([H])c(C([H])([H])[H])c1=2,3.212837773
C(c1c([H])c([H])c([H])c2c1c([H])c1c(c2[H])C(C([H])([H])[H])=C([H])C(=N\S(=O)(=O)C([H])([H])[H])/C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.655159435
O=C1c2c(nc(-c3c([H])c([H])c(N(c4c([H])c([H])c([H])c([H])c4[H])c4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])n2[H])C(=O)c2c1nc(-c1c([H])c([H])c(N(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c1[H])n2[H],3.64
O=C1C([H])=C([H])C(=O)c2c1c(Cl)c1c(c2Cl)c([H])c([H])c([H])c1[H],2.47721567
c1([H])c(=O)c(=O)c([H])c2c([H])c(C([H])([H])[H])c3c(c12)c([H])c(=O)c(=O)c3[H],3.299618193
C(C1=C(C([H])([H])[H])C(=O)C(=O)C([H])=C1C([H])([H])[H])([H])([H])[H],2.562846681
c1([H])c(=O)c(=O)c([H])c2c(=O)c(Cl)c(Cl)c(=O)c1-2,3.546549675
O(c1c([H])c(N2c3c([H])c([H])c([H])c([H])c3N(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1[H])[H],3.96
O=C1c2c(oc([H])c2[H])C(=O)c2c1oc([H])c2[H],2.6
C(Oc1c([H])c([H])c([H])c2c1C(=O)C([H])=C(OC([H])([H])[H])C2=O)([H])([H])[H],2.199824836
N#Cc1c(C#N)c([H])c(C#N)c2c1c1c(c(C#N)c2[H])C(=N/S(=O)(=O)C([H])([H])[H])/C(=N/S(=O)(=O)C([H])([H])[H])C(C#N)=C1[H],3.610606111
C(S(=O)(=O)/N=C1\C(C#N)=c2c(c([H])c3c(c2[H])c([H])c([H])c([H])c3C#N)=C(C#N)\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],3.901996667
C(S(=O)(=O)/N=C1\C(N([H])[H])=C([H])c2c(c3c(c(N([H])[H])c2[H])c(N([H])[H])c([H])c([H])c3N([H])[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.368939045
C(Oc1c([H])c([H])c2c(c1[H])c1c(=O)c(=O)c3c(c=1c(=O)c2=O)c([H])c(OC([H])([H])[H])c([H])c3[H])([H])([H])[H],2.984871549
O=C1C(=O)c2c(nc([H])c([H])c2[H])-c2nc([H])c([H])c([H])c21,2.73
O=C1C([H])=C([H])C(=O)c2c1c([H])c1c(c2[H])c([H])c2c(c1[H])c([H])c([H])c([H])c2[H],2.346757688
C(OC1=C([H])C(=N\S(=O)(=O)C([H])([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c(OC([H])([H])[H])c(OC([H])([H])[H])c3c(c21)c([H])c([H])c(OC([H])([H])[H])c3OC([H])([H])[H])([H])([H])[H],2.50894714
O=C(C1=C([H])S/C(=C2/SC([H])=C(C(O[Li])=O)S2)S1)O[Li],1.2
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C(Cl)=C([H])c2c(Cl)c3c(c(Cl)c2\1)c([H])c([H])c([H])c3Cl)([H])([H])[H],2.828463399
C(S(=O)(=O)/N=C1\C([H])=C(N([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c([H])c([H])c3c(c21)c([H])c([H])c(N([H])[H])c3[H])([H])([H])[H],2.373902404
N#Cc1c(C#N)c([H])c(C#N)c2c1c(C#N)c1c(c2C#N)C([H])=C(C#N)C(=N\S(=O)(=O)C([H])([H])[H])/C1=N\S(=O)(=O)C([H])([H])[H],3.662928191
C(Oc1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1/C(=N/S(=O)(=O)C([H])([H])[H])C([H])=C([H])/C2=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.597873995
C(S(=O)(=O)/N=C1\C(N([H])[H])=c2c(c(N([H])[H])c(N([H])[H])c3c2c([H])c([H])c(N([H])[H])c3[H])=C(N([H])[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.554030988
C(C(=O)c1nc(O[H])nn([H])c2nc(=O)c(=O)nc1-2)([H])([H])[H],2.9994
C(OC1=C(OC([H])([H])[H])C(=O)C([H])=C(OC([H])([H])[H])C1=O)([H])([H])[H],2.344267301
Fc1c([H])c([H])c(N2c3c([H])c([H])c([H])c([H])c3N(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],3.25
O=C(OC1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N([O])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H])C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H],3.6
C(c1c(C([H])([H])[H])c(C([H])([H])[H])c([H])c2c1/C(=N\S(=O)(=O)C([H])([H])[H])c1c(c([H])c([H])c(C([H])([H])[H])c1C([H])([H])[H])/C2=N/S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.132559055
N(C(/N=N/C(N([H])[H])=O)=O)([H])[H],0.3
C(Oc1c([H])c(OC([H])([H])[H])c([H])c2c([H])c([H])c3c(c12)/C(=N/S(=O)(=O)C([H])([H])[H])C(OC([H])([H])[H])=C([H])/C3=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.423742804
C1([H])=C([H])C(=O)C(=O)c2c1c1c(c([H])c2[H])c([H])c([H])c([H])c1[H],2.635834186
c1([H])c(=O)c(=O)c([H])c2c(N([H])[H])c([H])c(=O)c(=O)c1-2,3.355747692
O(C(c1c([H])c([H])c(/C(=N/N=C(/c2c([H])c([H])c(C(O[H])=O)c([H])c2[H])[H])[H])c([H])c1[H])=O)[H],0.8
S=C1C(=S)C([H])=C([H])C([H])=C1[H],2.3
O=C1C(Cl)=C(Cl)C([H])=C([H])C1=O,3.112839144
C(S(=O)(=O)/N=C1\C(N([H])[H])=c2c(c([H])c(N([H])[H])c3c2c(N([H])[H])c(N([H])[H])c(N([H])[H])c3[H])=C(N([H])[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.411334406
c1(SSc2c([H])c([H])nc([H])c2[H])c([H])c([H])nc([H])c1[H],2.45
C(c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c2c1c(C([H])([H])[H])c([H])c1c2C(=N/S(=O)(=O)C([H])([H])[H])/C(=N/S(=O)(=O)C([H])([H])[H])C(C([H])([H])[H])=C1C([H])([H])[H])([H])([H])[H],2.434910363
O=S(N(c1c([H])c(Cl)c(N(S(C([H])([H])[H])(=O)=O)[H])c([H])c1Cl)[H])(C([H])([H])[H])=O,3.4
C(S(=O)(=O)/N=C1\C([H])=C([H])c2c(c(C#N)c3c(c2C#N)c(C#N)c([H])c([H])c3C#N)\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],3.297500858
Brc1nc2nc(=O)c(=O)oc3c2c(c1[H])ON=C3[H],3.0448
C(C1=C2SC(=NC(=O)C(=O)N=C([H])C(=O)C2=O)S1)([H])([H])[H],3.1837
c12c(c(=C3SC4=C(SC(=C5SC([H])=C([H])S5)S4)S3)c3c(c1=C1SC4=C(SC(=C5SC([H])=C([H])S5)S4)S1)c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H],3.38
C(c1c(C([H])([H])[H])c(=O)c(=O)c2c(C([H])([H])[H])c(C([H])([H])[H])c(=O)c(=O)c1=2)([H])([H])[H],3.217818548
C(S(=O)(=O)/N=C1C(=N/S(=O)(=O)C([H])([H])[H])/C([H])=C([H])c2c/1c(N([H])[H])c([H])c([H])c2N([H])[H])([H])([H])[H],2.321787131
S=C(SSSSSSC(=S)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],2.0
Clc1c(=O)c(=O)c(Cl)c2c(=O)c3c(c(=O)c1-2)c(Cl)c([H])c([H])c3Cl,3.534864012
O=C1C(=O)C(Cl)=C([H])C([H])=C1Cl,3.181420579
C(S(=O)(=O)/N=C1\C([H])=C(C#N)/C(=N\S(=O)(=O)C([H])([H])[H])c2c(C#N)c(C#N)c3c(c21)c([H])c(C#N)c([H])c3C#N)([H])([H])[H],3.530778748
c1([H])c([H])c([H])c2nc3c([H])c([H])c([H])c([H])c3nc2c1[H],1.87
N#Cc1c([H])c(C#N)c([H])c2c1/C(=N\S(=O)(=O)C([H])([H])[H])c1c(c([H])c([H])c([H])c1C#N)/C2=N/S(=O)(=O)C([H])([H])[H],2.943241084
O=c1c2c(c(=O)c3c1c([H])c([H])c1nc4c(nc31)c([H])c([H])c1c4c(=O)c3c(c1=O)c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H],2.2
C(c1c2c(c(SC([H])([H])[H])c([H])c1[H])C(=O)C1([H])C([H])(C2=O)C(O[Li])=C([H])C([H])=C1O[Li])([H])([H])[H],2.5
C(Oc1c([H])c([H])c([H])c2c1C(=N\S(=O)(=O)C([H])([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])c1c-2c([H])c([H])c([H])c1OC([H])([H])[H])([H])([H])[H],2.360873586
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C([H])=C(F)c2c\1c(F)c1c(c2[H])c(F)c(F)c([H])c1[H])([H])([H])[H],2.746361163
C(C(OC1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N([O])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])([H])[H],3.2
C(c1c(C([H])([H])[H])c(=O)c(=O)c2c(=O)c(=O)c(C([H])([H])[H])c(C([H])([H])[H])c1=2)([H])([H])[H],3.07586647
C(Oc1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c(OC([H])([H])[H])c([H])c3c(c12)=C(OC([H])([H])[H])C(=N\S(=O)(=O)C([H])([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])C=3OC([H])([H])[H])([H])([H])[H],2.7163742
O=c1c2c(c(=O)c3ss[n-]c1=3)s[s+]c2[H],2.4
C(S(=O)(=O)/N=C1\C([H])=C(N([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c1c1c(c([H])c2N([H])[H])c([H])c([H])c([H])c1[H])([H])([H])[H],2.460968
C(Oc1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2c([H])c([H])c3c(c12)C(=N/S(=O)(=O)C([H])([H])[H])/C(=N/S(=O)(=O)C([H])([H])[H])C(OC([H])([H])[H])=C3OC([H])([H])[H])([H])([H])[H],2.383829123
c1([H])c([H])c([H])c([H])c2c1C(=O)C(=O)C([H])=C2Cl,2.713227762
O=C1N(C([H])([H])[H])C(=O)c2c3c1c([H])c([H])c1c4c(Br)c([H])c5c6c(c([H])c([H])c(c46)c(c13)c(Br)c2[H])C(=O)N(C([H])([H])[H])C5=O,2.57
O=c1c(=O)c([H])c(Cl)c2c1c1c(c3c2c(Cl)c([H])c([H])c3Cl)c(Cl)c([H])c(=O)c1=O,3.082379791
Clc1c([H])c([H])c(Cl)c2c1C(=O)c1c(c([H])c([H])c([H])c1[H])C2=O,2.405952279
Clc1c(Cl)c(=O)c(=O)c2c([H])c(=O)c(=O)c(Cl)c1-2,3.641950667
[Li]OC(O[Na])(c1c([H])c([H])c(/C(=C(/c2c([H])c([H])c(C(O[Li])(O[Na])[H])c([H])c2[H])[H])[H])c([H])c1[H])[H],1.04
C(C(=O)c1nc(=O)c(=O)c2c([H])nc(=O)c(=O)c1=2)([H])([H])[H],3.7089
C(S(=O)(=O)/N=C1\C([H])=C([H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c1c1c(c([H])c2[H])c([H])c([H])c([H])c1N([H])[H])([H])([H])[H],2.730230245
C(Oc1c([H])c(=O)c(=O)c2c(OC([H])([H])[H])c([H])c(=O)c(=O)c1=2)([H])([H])[H],3.271840796
C(Oc1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2c([H])c([H])c3c(c12)C(OC([H])([H])[H])=C([H])C(=N\S(=O)(=O)C([H])([H])[H])/C3=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.556926281
C(S(=O)(=O)/N=C1\C(C#N)=C(C#N)/C(=N\S(=O)(=O)C([H])([H])[H])c2c(C#N)c(C#N)c3c(c21)c([H])c([H])c([H])c3C#N)([H])([H])[H],3.673888943
