Voltage,SMILES,smiles,Voltage_Binned
2.369745879,Nc1ccc(N)c(c2=O)c1c(=O)c(c23)c(=O)c4c(c3=O)c(N)ccc4N,Nc1ccc(N)c2c(=O)c3c(=O)c4c(N)ccc(N)c4c(=O)c=3c(=O)c12,low
1.75,O=C1N([Li])C(O[Li])=C2C1=CC(C3=C2)=C(O[Li])N([Li])C3=O,[Li]OC1=c2cc3c(cc2C(=O)N1[Li])=C(O[Li])N([Li])C3=O,very low
3.662928191,N#Cc1c(C#N)cc(C#N)c(c12)c(C#N)c3c(c2C#N)/C(=N/S(=O)(=O)C)C(\C(C#N)=C3)=N\S(=O)(=O)C,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(C#N)=Cc2c\1c(C#N)c1c(C#N)c(C#N)cc(C#N)c1c2C#N,high
2.171281165,Cc1cc(C)cc(c12)C(=O)c3c(C2=O)cccc3,Cc1cc(C)c2c(c1)C(=O)c1ccccc1C2=O,low
3.591568215,O=c1c(Cl)cc(=O)c(c12)c(=O)cc(Cl)c2=O,O=c1cc(Cl)c(=O)c2c(=O)c(Cl)cc(=O)c1=2,high
1.2,OC(C1=C(S/C(S1)=C2SC(C(O)O)=C(S/2)C(O)O)C(O)O)O,OC(O)C1=C(C(O)O)SC(=C2SC(C(O)O)=C(C(O)O)S2)S1,very low
3.62,[O]N(C(C)(C)C)C1=CC=C(OP(C)(OC2=CC=C(N(C(C)(C)C)[O])C=C2)=NC)C=C1,CN=P(C)(Oc1ccc(N([O])C(C)(C)C)cc1)Oc1ccc(N([O])C(C)(C)C)cc1,high
2.314135285,COC1=C(OC)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)ccc3OC,COC1=C(OC)c2cc3c(OC)ccc(OC)c3c(OC)c2C(=N/S(C)(=O)=O)/C1=N/S(C)(=O)=O,low
2.59,CC(CCOC(C1=CC(C(C2=C3C=CC=C2)=O)=C(C3=O)C=C1)=O)(C(OCC(COC(C(CCOC(C4=CC(C(C5=C6C=CC=C5)=O)=C(C6=O)C=C4)=O)(C)CCOC(C7=CC(C(C8=C9C=CC=C8)=O)=C(C9=O)C=C7)=O)=O)(N%10C(C%11C(C=C)CC(C%11C%10=O)C=C)=O)C)=O)CCOC(C%12=CC(C(C%13=C%14C=CC=C%13)=O)=C(C%14=O)C=C%12)=O,C=CC1CC(C=C)C2C(=O)N(C(C)(COC(=O)C(C)(CCOC(=O)c3ccc4c(c3)C(=O)c3ccccc3C4=O)CCOC(=O)c3ccc4c(c3)C(=O)c3ccccc3C4=O)COC(=O)C(C)(CCOC(=O)c3ccc4c(c3)C(=O)c3ccccc3C4=O)CCOC(=O)c3ccc4c(c3)C(=O)c3ccccc3C4=O)C(=O)C12,low
2.296763528,CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)c(N)ccc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=C(N)c2cc3c(N)ccc(N)c3cc2\1,low
2.8,OC1=CC=C(C(C2=C(O)C=CC(O)=C2)=C1)O,Oc1ccc(O)c(-c2cc(O)ccc2O)c1,medium
2.25,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2S(=O)(=O)O[Na],O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O[Na],low
3.2,O/N=C(\C(C(OC)(C(/C1=N\O)=N/O)OC)=N/O)C1(OC)OC,COC1(OC)C(=N/O)/C(=N\O)C(OC)(OC)C(=N/O)/C1=N\O,medium
2.5,O=C(C1=CC(C(C2=C(C3=O)C=CC=C2)=O)=C3C=C14)C(C=CC=C5)=C5C4=O,O=c1c2ccccc2c(=O)c2cc3c(=O)c4ccccc4c(=O)c3cc12,low
2.284768742,CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c1c23)cc(N)c2cccc3N,CS(=O)(=O)/N=C1\C(N)=C/C(=N\S(C)(=O)=O)c2cc(N)c3cccc(N)c3c21,low
1.15,OC(C1=CC=C(C=N1)C(O)=O)=O,O=C(O)c1ccc(C(=O)O)nc1,very low
2.456831867,Cc1c(C)c(C)cc2ccc(c3c12)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,CC1=C(C)/C(=N\S(C)(=O)=O)c2c(ccc3cc(C)c(C)c(C)c23)/C1=N/S(C)(=O)=O,low
2.308137893,Cc1c(C)c(C)cc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)c(C)ccc3,Cc1cc2c(c(C)c1C)-c1cccc(C)c1C(=N\S(C)(=O)=O)/C2=N\S(C)(=O)=O,low
2.581743077,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c1c23)ccc2c(N)c(N)cc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=Cc2ccc3c(N)c(N)cc(N)c3c2\1,low
3.096277998,CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)C=c(cc2C)c=1c(c23)cccc3C,Cc1cccc2c3c(cc(C)c12)=CC(=N/S(C)(=O)=O)/C(=N/S(C)(=O)=O)C=3,medium
2.9915,BrC1=NOC2=C(C(=O)C3=NON=C3C2=O)C1=O,O=C1c2nonc2C(=O)c2c1onc(Br)c2=O,medium
3.297500858,CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2C#N)c1c(C#N)c(c23)c(C#N)ccc3C#N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=Cc2c\1c(C#N)c1c(C#N)ccc(C#N)c1c2C#N,medium
1.75,O=C1C2=C(N3C4=C1C=CC=C4C(C5=C3C(C6=O)=CC=C5)=O)C6=CC=C2,O=c1c2cccc3c(=O)c4cccc5c(=O)c6cccc1c6n(c23)c45,very low
2.889471358,CS(=O)(=O)\N=C\1C(F)=CC(=N/S(=O)(=O)C)\c2c1cc(F)c(c23)c(F)cc(F)c3F,CS(=O)(=O)/N=C1\C(F)=C/C(=N\S(C)(=O)=O)c2c1cc(F)c1c(F)cc(F)c(F)c21,medium
2.7,O=N(C1=CC=C(C=C1)N(=O)=O)=O,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,low
3.28,ClC1=CC(N2C3=CC=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C52)=CC=C1,Clc1cccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)c1,medium
2.75,O=C1C2=NC=CN=C2C(=O)C2=C1N=CC=N2,O=C1c2nccnc2C(=O)c2nccnc21,medium
2.1,CSSC1=CC=C(C=C1)SSC,CSSc1ccc(SSC)cc1,low
3.29,CC1(C(C)(N(C(C2=CC=C(C3C(CC(C3)C=C)C=C)C=C2)=N1=O)[O])C)C,C=CC1CC(C=C)C(c2ccc(C3=[N+]([O-])C(C)(C)C(C)(C)N3[O])cc2)C1,medium
2.08,O=C1C2=CC=CC=C2C(C3=CC=CC=C31)=O,O=C1c2ccccc2C(=O)c2ccccc21,low
2.521769152,CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c1c23)ccc2c(N)ccc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=C(N)c2c\1ccc1c(N)ccc(N)c21,low
3.656318286,c1c(=O)c(=O)cc(c2Cl)c1c(Cl)c(c23)cc4c(c3)c(=O)ccc4=O,O=c1cc2c(Cl)c3cc4c(=O)ccc(=O)c4cc3c(Cl)c2cc1=O,high
2.154480559,Nc1ccc(N)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(N)cc3,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\c2ccc(N)cc2-c2c(N)ccc(N)c2\1,low
2.143695337,COc1cccc(c12)C(=O)c3c(C2=O)cccc3,COc1cccc2c1C(=O)c1ccccc1C2=O,low
3.35,N#CNC1=C(F)C=C(C(F)=C1)NC#N,N#CNc1cc(F)c(NC#N)cc1F,medium
2.334688888,COC(C1=O)=CC(=O)c(c12)cccc2,COC1=CC(=O)c2ccccc2C1=O,low
2.473575873,O=c1c(=O)c(OC)cc(c1c23)cc(OC)c3c(OC)cc4c2c(=O)c(=O)c(c4)OC,COc1cc2cc(OC)c3c(OC)cc4cc(OC)c(=O)c(=O)c4c3c2c(=O)c1=O,low
3.96,OC1=CC(N2C3=CC=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C52)=CC=C1,Oc1cccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)c1,high
2.15137846,COc1c(OC)c(OC)cc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)cc(OC)c(OC)c3OC,COc1cc2c(c(OC)c1OC)/C(=N\S(C)(=O)=O)c1cc(OC)c(OC)c(OC)c1/C2=N/S(C)(=O)=O,low
2.820697553,c1cccc(c12)C(Cl)=C(Cl)C(=O)C2=O,O=C1C(=O)c2ccccc2C(Cl)=C1Cl,medium
2.6,O=C1C=C(C(C2=C1C=CC=C2)=O)SC3=CC=C(C=C3)SC4=CC(C5=C(C4=O)C=CC=C5)=O,O=C1C=C(Sc2ccc(SC3=CC(=O)c4ccccc4C3=O)cc2)C(=O)c2ccccc21,low
2.5,[H]C(C1=C)=C(/C(N1[Li])=C2C(O)=C(C3=C([H])C([H])=C(C4=C(O)C(C4=O)=C)N3[Li])C/2=O)[H],[Li]n1c(C2=C(O)C(=C)C2=O)ccc1C1=C(O)/C(=c2/ccc(=C)n2[Li])C1=O,low
2.328750272,c1c(N)ccc(c12)C(=O)C=CC2=O,Nc1ccc2c(c1)C(=O)C=CC2=O,low
1.1,OC(O[Li])C1=CC=C2C3=C(C4=CC=C(C(O)O[Li])C5=C4C2=CC=C5C(O)O[Li])C=CC(C(O)O[Li])=C31,[Li]OC(O)c1ccc2c3ccc(C(O)O[Li])c4c(C(O)O[Li])ccc(c5ccc(C(O)O[Li])c1c25)c43,very low
2.54,[Li]OC1=CC2=C(O[Li])C3=CC=CC=C3C=C2C=C1,[Li]Oc1ccc2cc3ccccc3c(O[Li])c2c1,low
2.25,O=C1N(S(O[Na])=O)C(O[Li])=C2C(C3=C4C=C2)=C1C=CC3=C(O[Li])N(S(O[Na])=O)C4=O,[Li]Oc1c2ccc3c(=O)n(S(=O)O[Na])c(O[Li])c4ccc(c(=O)n1S(=O)O[Na])c2c43,low
2.238237248,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2N)c1c(N)c(c23)ccc(N)c3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=Cc2c\1c(N)c1ccc(N)c(N)c1c2N,low
3.0779,BrC1=NN2C=COC(=O)C(=N)N=C2C(=O)C1=O,N=c1nc2c(=O)c(=O)c(Br)nn-2ccoc1=O,medium
2.9,N#CC1=C2C(=O)NC(=O)C3=CC(C#N)=C4C(=O)NC(=O)C(=C1)C4=C32,N#Cc1cc2c3c(c(C#N)cc4c3c1C(=O)NC4=O)C(=O)NC2=O,medium
2.0,C=C1C(=N)N=C2N=C(C)C(C)=C3SSC1=C23,C=c1c(=N)nc2nc(C)c(C)c3ssc1=c23,low
2.006340897,COc1c(OC)c(OC)cc(c12)C(=O)c3c(C2=O)cc(OC)c(c3)OC,COc1cc2c(cc1OC)C(=O)c1c(cc(OC)c(OC)c1OC)C2=O,low
2.221088912,Cc1cccc(c12)C(=O)c3c(C2=O)cccc3,Cc1cccc2c1C(=O)c1ccccc1C2=O,low
1.27,OC(/C=N/C1=CC=C(C=C1)/N=C/C(O)=O)=O,O=C(O)/C=N/c1ccc(/N=C/C(=O)O)cc1,very low
1.972241747,Nc1cc(N)cc(c12)C(=O)c3c(C2=O)cccc3,Nc1cc(N)c2c(c1)C(=O)c1ccccc1C2=O,low
2.50894714,COC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c(OC)c2OC)c1c(c23)ccc(OC)c3OC,COC1=CC(=N\S(C)(=O)=O)/C(=N\S(C)(=O)=O)c2c(OC)c(OC)c3c(OC)c(OC)ccc3c21,low
2.5,O=C1C(OC)=C(O[Li])C(C(OC)=C1O[Li])=O,[Li]OC1=C(OC)C(=O)C(O[Li])=C(OC)C1=O,low
1.969559792,Nc1cccc(c12)C(=O)c3c(C2=O)ccc(c3)N,Nc1ccc2c(c1)C(=O)c1cccc(N)c1C2=O,low
3.3546,CCN=C1N=C(Br)C2=NC(=O)C(=O)C(=O)C2=N1,CCN=c1nc(Br)c2nc(=O)c(=O)c(=O)c-2n1,medium
2.18,COC1=CC=C(C=C1)SSSSC2=CC=C(C=C2)OC,COc1ccc(SSSSc2ccc(OC)cc2)cc1,low
3.24,C=CC1=CC=CC=C1N2C3=CC=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C52,C=Cc1ccccc1N1c2ccccc2N(c2ccccc2)c2ccccc21,medium
2.34541671,O=C1C(=O)C(OC)=C(OC)c(c12)cccc2,COC1=C(OC)c2ccccc2C(=O)C1=O,low
2.8,N#C/C(C#N)=C(C=C/1)/C=CC1=C(C#N)/C#N,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,medium
1.897721696,c1c(N)ccc(c12)C(=O)c3c(C2=O)cc(N)cc3,Nc1ccc2c(c1)C(=O)c1cc(N)ccc1C2=O,very low
3.7089,CC(=O)C1=NC(=O)C(=O)C2=C1C(=O)C(=O)N=C2,CC(=O)c1nc(=O)c(=O)c2cnc(=O)c(=O)c1=2,high
2.1,S=C(C=C1)C=CC1=S,S=C1C=CC(=S)C=C1,low
2.556926281,COc1c(OC)c(OC)c(OC)c2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=C3OC,COC1=CC(=N\S(C)(=O)=O)/C(=N\S(C)(=O)=O)c2ccc3c(OC)c(OC)c(OC)c(OC)c3c21,low
3.1,CS(N([Li])C1=C(N([Li])S(=O)(C)=O)C=C(C=C1)N([Li])S(=O)(C)=O)(=O)=O,[Li]N(c1ccc(N([Li])S(C)(=O)=O)c(N([Li])S(C)(=O)=O)c1)S(C)(=O)=O,medium
3.6,CCC(C1=CC=C(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])C=C1)C,CCC(C)c1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1,high
0.65,[Li]OC(C1=CC=C(C=C1)C#CC2=CC=C(C=C2)C(O[Li])O[Li])O[Li],[Li]OC(O[Li])c1ccc(C#Cc2ccc(C(O[Li])O[Li])cc2)cc1,very low
2.16859921,c12c3c4c(=O)c(=O)c1ccc(N)c2ccc3ccc4,Nc1ccc2c(=O)c(=O)c3cccc4ccc1c2c43,low
2.155381,Nc1cccc(c12)C(=O)c3c(C2=O)cccc3,Nc1cccc2c1C(=O)c1ccccc1C2=O,low
2.400166848,CS(=O)(=O)/N=C\1/C(=N/S(=O)(=O)C)C(OC)=C(OC)c(c12)cc(OC)c(c2)OC,COC1=C(OC)c2cc(OC)c(OC)cc2C(=N\S(C)(=O)=O)/C1=N/S(C)(=O)=O,low
3.05,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,medium
2.33,O=C1NC(C2=C(C3=C4C=C2)C1=CC=C3C(NC4=O)=O)=O,O=C1NC(=O)c2ccc3c4c(ccc1c24)C(=O)NC3=O,low
2.540050058,Cc1cccc(c12)C(=O)C(=O)C=C2,Cc1cccc2c1C=CC(=O)C2=O,low
2.252889242,NC1=CC(=O)C(=O)C=C1N,NC1=CC(=O)C(=O)C=C1N,low
3.62301451,N#CC1=C(C#N)/C(=N/S(=O)(=O)C)C=CC\1=N/S(=O)(=O)C,CS(=O)(=O)/N=C1\C=C/C(=N\S(C)(=O)=O)C(C#N)=C1C#N,high
2.4,O=C(O)C1=CC=C(N2C(=O)C3=CC=C4C5=CC=C6C(=O)N(C7=CC=C(C(=O)O)C=C7)C(=O)C7=C6C5=C(C=C7)C5=CC=C(C2=O)C3=C45)C=C1,O=C(O)c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(C(=O)O)cc2)C6=O)cc1,low
2.13,OC(N(CC(O)=O)C(O)=C(C=C1)C2=C3C1=C4C=C5)=C2C=CC3=C(C=CC6=C(O)N7CC(O)=O)C4=C6C5=C7O,O=C(O)CN1C(O)=c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)=C1O)c64)=C(O)N(CC(=O)O)C=5O,low
2.8,O=C1C2=C(C(C3=C1C(O[Li])=CC=C3O[Li])=O)SC4=C(C(C5=C(C(O[Li])=CC=C5O[Li])C4=O)=O)S2,[Li]Oc1ccc(O[Li])c2c(=O)c3sc4c(=O)c5c(O[Li])ccc(O[Li])c5c(=O)c4sc3c(=O)c12,medium
2.493850255,CS(=O)(=O)\N=C\1C(OC)=C(OC)C(=N/S(=O)(=O)C)\c(c12)c(OC)cc3c2ccc(c3)OC,COC1=C(OC)/C(=N\S(C)(=O)=O)c2c(c(OC)cc3cc(OC)ccc23)/C1=N/S(C)(=O)=O,low
2.09471344,CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\c(cc(N)c(c2)N)c2c(c13)cc(N)c(N)c3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\c2cc(N)c(N)cc2-c2cc(N)c(N)c(N)c2\1,low
1.2,O=C(C1=CS/C(S1)=C2SC=C(S/2)C(O[Li])=O)O[Li],[Li]OC(=O)C1=CS/C(=C2/SC=C(C(=O)O[Li])S2)S1,very low
2.85,CC1=NN=C(SSC)S1,CSSc1nnc(C)s1,medium
2.417637943,c12c3c4c(=O)c(=O)c1c(Cl)ccc2ccc3ccc4Cl,O=c1c(=O)c2c(Cl)ccc3ccc4ccc(Cl)c1c4c32,low
2.54,CC1=C(C)C=C2C(N=C3C(NC(N=C3N2C[C@H](O)[C@H](O)[C@H](O)CO)=O)=O)=C1,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,low
3.2482,CC1=NC(=O)C(=O)C(=O)C2=C1C(=O)C(=N)C=N2,Cc1nc(=O)c(=O)c(=O)c2ncc(=N)c(=O)c1=2,medium
2.516598986,CS(=O)(=O)/N=C\1c(c(Cl)ccc2)c2C(=N\S(=O)(=O)C)\c(c13)ccc(Cl)c3Cl,CS(=O)(=O)/N=C1/c2cccc(Cl)c2/C(=N/S(C)(=O)=O)c2c1ccc(Cl)c2Cl,low
2.898282697,C1C(=O)C(=O)C=c(c=12)c(N)ccc2N,Nc1ccc(N)c2c1=CC(=O)C(=O)C=2,medium
2.474342146,Cc1cccc(c12)C(=O)C=CC2=O,Cc1cccc2c1C(=O)C=CC2=O,low
3.673268523,N#Cc1c(C#N)ccc(c12)/C(=N\S(=O)(=O)C)C(\C(C#N)=C2C#N)=N\S(=O)(=O)C,CS(=O)(=O)/N=C1\C(C#N)=C(C#N)c2c(ccc(C#N)c2C#N)\C1=N/S(C)(=O)=O,high
3.626943836,CS(=O)(=O)\N=C(C1)\C(=N\S(=O)(=O)C)\C(C#N)=c(c=12)cccc2C#N,CS(=O)(=O)/N=C1\C=c2c(C#N)cccc2=C(C#N)\C1=N/S(C)(=O)=O,high
2.5,[Li]OC1=CC=C(O[Li])C=C1C2=CC=C(C=C2)C3=C(O[Li])C=CC(O[Li])=C3,[Li]Oc1ccc(O[Li])c(-c2ccc(-c3cc(O[Li])ccc3O[Li])cc2)c1,low
2.1,O=C(C(O[Li])=C(C1=O)O[Li])C(O[Li])=C1O[Li],[Li]OC1=C(O[Li])C(=O)C(O[Li])=C(O[Li])C1=O,low
3.2,N#C/N=C1C=C/C(C=C\1)=N/C#N,N#CN=C1C=CC(=NC#N)C=C1,medium
3.87,OC1=CC=C(C2=C1)N(C3=CC=CC=C3)C4=CC=CC=C4N2C5=CC=CC=C5,Oc1ccc2c(c1)N(c1ccccc1)c1ccccc1N2c1ccccc1,high
4.0,C1=CC2=C3C4=C(C=CC5=C4C4=C(C=CC6=CC=C1C3=C64)C=C5)C=C2,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,high
2.2,O=C1C2=CC=CC=C2C(=O)C2=C1SC1=C(S2)C(=O)C2=C(C=CC=C2)C1=O,O=c1c2ccccc2c(=O)c2sc3c(=O)c4ccccc4c(=O)c3sc12,low
2.5,O=C1C2=C(C(C3=C1SC(C)=C3)=O)SC(C)=C2,Cc1cc2c(s1)C(=O)c1cc(C)sc1C2=O,low
2.553203761,Cc(c1)c(C)cc(c2)c1cc(c23)C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,CC1=Cc2cc3cc(C)c(C)cc3cc2C(=N/S(C)(=O)=O)/C1=N/S(C)(=O)=O,low
2.0,O=C1C(C)=C(O[Li])C(C(SC)=C1O[Li])=O,[Li]OC1=C(C)C(=O)C(O[Li])=C(SC)C1=O,low
1.75,O=C1NC(O)=C2C1=CC(C3=C2)=C(O)NC3=O,O=C1NC(O)=c2cc3c(cc21)=C(O)NC3=O,very low
3.7,CC1=CC=C(C)S1,Cc1ccc(C)s1,high
1.04,[Li]OC(O[Na])C1=CC=C(C=C1)/C=C/C2=CC=C(C(O[Li])O[Na])C=C2,[Li]OC(O[Na])c1ccc(/C=C/c2ccc(C(O[Li])O[Na])cc2)cc1,very low
2.5,COC1=C(O)C(O[Li])=C(OC)C(O)=C1O[Li],[Li]Oc1c(O)c(OC)c(O[Li])c(O)c1OC,low
2.44,CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=CC3=C4C5=C(C=CC(=C25)C1=O)C1=C2C5=C(C=C1C1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1)C(=O)N(C1=C(C(C)C)C=CC=C1C(C)C)C(=O)C5=CC(=C42)C1=C3C(=O)N(C2=C(C(C)C)C=CC=C2C(C)C)C1=O,CC(C)c1cccc(C(C)C)c1-n1c(=O)c2ccc3c4c(-c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc5c(=O)n(-c6c(C(C)C)cccc6C(C)C)c(=O)c6cc7c8c(=O)n(-c9c(C(C)C)cccc9C(C)C)c(=O)c8c8cc(c1=O)c2c3c8c7c4c56,low
3.7,CN1C2=CC=CC=C2C3=C1C=CC=C3,Cn1c2ccccc2c2ccccc21,high
2.7,O=C1C=CC(C(C2=CC=C(C=C2)C3=CC(C4=CC=C(C=C4)C5=CC(C=CC5=O)=O)=CC(C6=CC=C(C=C6)C7=CC(C=CC7=O)=O)=C3)=C1)=O,O=C1C=CC(=O)C(c2ccc(-c3cc(-c4ccc(C5=CC(=O)C=CC5=O)cc4)cc(-c4ccc(C5=CC(=O)C=CC5=O)cc4)c3)cc2)=C1,low
1.2,O=C(C1=CN=C(C=N1)C(O)=O)O,O=C(O)c1cnc(C(=O)O)cn1,very low
1.4,O=C(C1=CC=C(N(N(C2=CC=CC=C2)[Li])[Li])C=C1)O[Li],[Li]OC(=O)c1ccc(N([Li])N([Li])c2ccccc2)cc1,very low
3.194717958,N#Cc(c1)c(C#N)c(C#N)c(c1c23)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c3cccc2C#N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\c2c(cc(C#N)c(C#N)c2C#N)-c2c(C#N)cccc2\1,medium
2.517636572,Cc(c1)ccc(c12)C=CC(=O)C2=O,Cc1ccc2c(c1)C(=O)C(=O)C=C2,low
3.3,N#CN(C1=C(Cl)C=C(C(Cl)=C1)N(C#N)[Li])[Li],[Li]N(C#N)c1cc(Cl)c(N([Li])C#N)cc1Cl,medium
3.3,CS(NC1=C(NS(=O)(C)=O)C=C(C(Cl)=C1)Cl)(=O)=O,CS(=O)(=O)Nc1cc(Cl)c(Cl)cc1NS(C)(=O)=O,medium
2.391201523,O=C1C=CC(=O)c(c12)cccc2N,Nc1cccc2c1C(=O)C=CC2=O,low
3.468389827,c12c3c4c(Cl)c(=O)c(=O)c3ccc2c(=O)c(=O)c(Cl)c1c(Cl)c4Cl,O=c1c(Cl)c2c(Cl)c(Cl)c3c(Cl)c(=O)c(=O)c4ccc(c1=O)c2c34,medium
2.194652493,NC1=C(N)C(=O)C(=O)C(N)=C1N,NC1=C(N)C(N)=C(N)C(=O)C1=O,low
2.497330337,COc1c(OC)ccc(c12)C(=O)C(=O)C=C2,COc1ccc2c(c1OC)C=CC(=O)C2=O,low
2.55,O=C(C=C1)C=CC1=O,O=C1C=CC(=O)C=C1,low
3.0,O=C1C2=C(SN=N2)C(=O)C2=C1SN=N2,O=C1c2nnsc2C(=O)c2nnsc21,medium
2.292543871,O=C1C(C)=C(C)C(=O)c(c12)ccc(C)c2,CC1=C(C)C(=O)c2cc(C)ccc2C1=O,low
2.3,O=C1C2=CC=CC=C2C(=O)C2=C3N=C4C=CC5=C(C(=O)C6=C(C=CC=C6)C5=O)C4=NC3=CC=C12,O=c1c2ccccc2c(=O)c2c1ccc1nc3c(ccc4c(=O)c5ccccc5c(=O)c43)nc12,low
3.21,BrC1=NOC(C2=NC(=N)C(=O)C2=O)=C(Br)C1=O,N=c1nc(-c2onc(Br)c(=O)c2Br)c(=O)c1=O,medium
2.650816495,COc1c(OC)cc(OC)c(c12)c(OC)c(OC)c3c2/C(=N/S(=O)(=O)C)/C(C(=C3)OC)=N/S(=O)(=O)C,COC1=Cc2c(OC)c(OC)c3c(OC)cc(OC)c(OC)c3c2C(=N/S(C)(=O)=O)/C1=N/S(C)(=O)=O,low
4.1,C12=CC=CC=C1C3=C(N2C4=CC5=C(C=C(C=C5)N6C7=CC=CC=C7C8=C6C=CC=C8)C=C4)C=CC=C3,c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-n3c4ccccc4c4ccccc43)ccc2c1,high
2.157679819,COc1cc(OC)cc(c12)C(=O)C(=CC2=O)OC,COC1=CC(=O)c2c(OC)cc(OC)cc2C1=O,low
2.6,O=C(C(C)=CC1=O)C=C1CC(C(C=C2CC(C(C=C3CC(C(C=C4CC(C(C=C5CC)=O)=CC5=O)=O)=CC4=O)=O)=CC3=O)=O)=CC2=O,CCC1=CC(=O)C(CC2=CC(=O)C(CC3=CC(=O)C(CC4=CC(=O)C(CC5=CC(=O)C(C)=CC5=O)=CC4=O)=CC3=O)=CC2=O)=CC1=O,low
3.25,O=C(O[Li])CC1=CC(C(CC(O[Li])=O)=CC1=O)=O,[Li]OC(=O)CC1=CC(=O)C(CC(=O)O[Li])=CC1=O,medium
3.2,N#CNC1=CC=C(C=C1)NC#N,N#CNc1ccc(NC#N)cc1,medium
3.487738221,c1c(Cl)c(Cl)cc(c1=2)=C(Cl)C(=O)C(=O)C2Cl,O=C1C(=O)C(Cl)=c2cc(Cl)c(Cl)cc2=C1Cl,medium
3.25,O=C(O[Li])CC1=CC(O[Li])=C(C=C1O[Li])CC(O[Li])=O,[Li]OC(=O)Cc1cc(O[Li])c(CC(=O)O[Li])cc1O[Li],medium
3.686394502,Clc1c(=O)c(=O)c(Cl)c(c12)c(Cl)c(Cl)c(=O)c2=O,O=c1c(Cl)c2c(Cl)c(Cl)c(=O)c(=O)c-2c(Cl)c1=O,high
3.35,N#CC1=CC=CC=C1N2C3=CC=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C52,N#Cc1ccccc1N1c2ccccc2N(c2ccccc2)c2ccccc21,medium
3.210730522,COc1c(OC)c(=O)c(=O)c(c12)c(=O)ccc2=O,COc1c(OC)c2c(=O)ccc(=O)c=2c(=O)c1=O,medium
3.0346,CC1=CC=CC(=O)C(=O)C2=C1C(O)=CC=C2O,Cc1cccc(=O)c(=O)c2c(O)ccc(O)c12,medium
