Voltage,SMILES,smiles,Voltage_Binned
2.869547459,C1=C(Cl)C(=O)C(=O)c(c12)cccc2Cl,O=C1C(=O)c2cccc(Cl)c2C=C1Cl,medium
2.992047451,CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c2c1c(Cl)c(Cl)c(c23)c(Cl)cc(Cl)c3Cl,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=Cc2c(Cl)c(Cl)c3c(Cl)cc(Cl)c(Cl)c3c2\1,medium
2.71,OC1=C2C(C=NC=C2)=C(C3=C1C=NC=C3)O,Oc1c2ccncc2c(O)c2ccncc12,medium
2.187362815,COc1c(OC)ccc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)cccc3OC,COc1ccc2c(c1OC)/C(=N\S(C)(=O)=O)c1cccc(OC)c1/C2=N/S(C)(=O)=O,low
1.1,O=C(C1=CN=C(C=C1)C(O)=O)O,O=C(O)c1ccc(C(=O)O)nc1,very low
1.1,[Li]O/C(O[Li])=C1C=N/C(C=C\1)=C(O[Li])/O[Li],[Li]OC(O[Li])=c1ccc(=C(O[Li])O[Li])nc1,very low
3.35,FC1=C(C2=CC=C1)N(C3=CC=CC=C3)C4=CC=CC=C4N2C5=CC=CC=C5,Fc1cccc2c1N(c1ccccc1)c1ccccc1N2c1ccccc1,medium
2.386412317,Cc1cccc(c12)C(=O)C(C)=CC2=O,CC1=CC(=O)c2c(C)cccc2C1=O,low
2.494470675,Cc1c(C)ccc2cc(C)c(c3c12)/C(=N/S(=O)(=O)C)C(\C(C)=C3C)=N\S(=O)(=O)C,CC1=C(C)c2c(c(C)cc3ccc(C)c(C)c23)C(=N/S(C)(=O)=O)/C1=N/S(C)(=O)=O,low
2.0,O=C1C(N2C(C3=C(C2=O)C=CC=C3)=O)=C(C(C(N4C(C5=C(C4=O)C=CC=C5)=O)=C1N6C(C7=C(C6=O)C=CC=C7)=O)=O)N8C(C9=C(C8=O)C=CC=C9)=O,O=C1C(N2C(=O)c3ccccc3C2=O)=C(N2C(=O)c3ccccc3C2=O)C(=O)C(N2C(=O)c3ccccc3C2=O)=C1N1C(=O)c2ccccc2C1=O,low
2.820122849,O=c1ccc(=O)c(c12)cc3c(c2)cc4c(c3)c(=O)ccc4=O,O=c1ccc(=O)c2cc3cc4c(=O)ccc(=O)c4cc3cc12,medium
3.6,C1(N2C3=C(OC4=C2C=CC=C4)C=CC=C3)=CC(N5C6=C(OC7=C5C=CC=C7)C=CC=C6)=CC=C1,c1cc(N2c3ccccc3Oc3ccccc32)cc(N2c3ccccc3Oc3ccccc32)c1,high
2.0,CC1=CC=CC2=C1C(C3=CC=CC(SC)=C3C2=O)=O,CSc1cccc2c1C(=O)c1cccc(C)c1C2=O,low
2.180745002,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(N)c(cc2N)c1c(c23)cc(N)cc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=C(N)c2cc(N)c3c(N)cc(N)cc3c2\1,low
1.1,O=C(C1=CN=C(C=C1)C(O[Li])=O)O[Li],[Li]OC(=O)c1ccc(C(=O)O[Li])nc1,very low
0.85,CC1=CC=C(/N=C/C2=CC=C(C=C2)/C=N/C)C=C1,C/N=C/c1ccc(/C=N/c2ccc(C)cc2)cc1,very low
1.35,O=C(O[Li])/C=C/C=C/C(O[Li])=O,[Li]OC(=O)/C=C/C=C/C(=O)O[Li],very low
2.244648254,Cc1cc(C)cc(c12)/C(=N\S(=O)(=O)C)c3c(C\2=N\S(=O)(=O)C)cccc3,Cc1cc(C)c2c(c1)/C(=N\S(C)(=O)=O)c1ccccc1/C2=N/S(C)(=O)=O,low
3.0844,ClC1=NC2=NC(=O)C(=O)C3=C(N=NN3)C2=NS1,O=c1nc2nc(Cl)snc-2c2nn[nH]c2c1=O,medium
3.9552,CC1=CC2=C(C(=NC2=O)C#C)C(=O)C(=O)C1=O,C#Cc1nc(=O)c2cc(C)c(=O)c(=O)c(=O)c1=2,high
3.87,COC1=CC=C(C2=C1)N(C3=CC=CC=C3)C4=CC=CC=C4N2C5=CC=CC=C5,COc1ccc2c(c1)N(c1ccccc1)c1ccccc1N2c1ccccc1,high
2.6,O=C(C(SC)=C1SC)C(C)=C(C1=O)C,CSC1=C(SC)C(=O)C(C)=C(C)C1=O,low
2.375301358,Cc1cccc(c12)C(=O)C=C(C)C2=O,CC1=CC(=O)c2cccc(C)c2C1=O,low
3.2863333,CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1ccc(c23)c(F)cc(F)c3,CS(=O)(=O)/N=C1\C=c2c(ccc3c(F)cc(F)cc23)=C(F)\C1=N\S(C)(=O)=O,medium
2.481430172,COc1cccc(c12)C(=O)C(=O)C=C2,COc1cccc2c1C=CC(=O)C2=O,low
3.91,COC1=CC=C(N2C3=CC=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C52)C=C1,COc1ccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)cc1,high
3.3,N#C/N=C1C(Cl)=C/C(C(Cl)=C\1)=N/C#N,N#C/N=C1/C=C(Cl)/C(=N\C#N)C=C1Cl,medium
2.391201523,c1cccc(C(=O)C2=O)c1c(c23)ccc4c3cccc4,O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21,low
2.095420136,Nc1cccc(c12)c3c(C(=O)C2=O)c(N)ccc3,Nc1cccc2c1C(=O)C(=O)c1c(N)cccc1-2,low
2.395203488,CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c(c1c23)c(N)cc2cc(N)cc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=Cc2c\1c(N)cc1cc(N)cc(N)c21,low
2.161128048,Cc(c1)ccc(c12)C(=O)c3c(C2=O)cc(C)cc3,Cc1ccc2c(c1)C(=O)c1cc(C)ccc1C2=O,low
2.312658538,COc1cc(OC)cc(c12)C(=O)C=CC2=O,COc1cc(OC)c2c(c1)C(=O)C=CC2=O,low
2.405957433,CS(=O)(=O)\N=C(C1N)\C(=N\S(=O)(=O)C)C(N)=c(c=12)c(N)c(N)c(N)c2N,CS(=O)(=O)/N=C1\C(N)=c2c(N)c(N)c(N)c(N)c2=C(N)\C1=N/S(C)(=O)=O,low
3.36,ClC1=C(N(C2=CC=CC=C2N3C4=CC=CC=C4)C5=CC=CC=C5)C3=CC=C1,Clc1cccc2c1N(c1ccccc1)c1ccccc1N2c1ccccc1,medium
3.207126357,CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cc(C#N)cc3,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=Cc2c\1cc(C#N)c1ccc(C#N)cc21,medium
3.289273507,COc(c1)c(=O)c(=O)c(c12)cc(c(=O)c2=O)OC,COc1cc2c(=O)c(=O)c(OC)cc=2c(=O)c1=O,medium
2.489667607,O=C1C=CC(=O)c(c1c23)ccc3ccc4c2cccc4,O=C1C=CC(=O)c2c1ccc1ccc3ccccc3c21,low
1.947912579,Nc1cccc(c12)C(=O)c3c(C2=O)cc(N)cc3,Nc1ccc2c(c1)C(=O)c1c(N)cccc1C2=O,low
3.57,CC(CC)C1=CC(CN2C3=CC=CC=C3OC4=C2C=CC=C4)=CC=C1,CCC(C)c1cccc(CN2c3ccccc3Oc3ccccc32)c1,high
3.221075208,O=C1C(Cl)=C(Cl)C(Cl)=CC1=O,O=C1C=C(Cl)C(Cl)=C(Cl)C1=O,medium
2.67,ClC1=CC2=C(N(C3=NC(NC(C3=N2)=O)=O)C[C@@H]([C@@H]([C@@H](CO)O)O)O)C=C1Cl,O=c1nc2n(C[C@H](O)[C@H](O)[C@H](O)CO)c3cc(Cl)c(Cl)cc3nc-2c(=O)[nH]1,low
2.915115381,CS(=O)(=O)\N=C(C(F)=C1)\C(=N/S(=O)(=O)C)\c2c1cc(F)c(c23)c(F)c(F)cc3F,CS(=O)(=O)/N=C1\C(F)=Cc2cc(F)c3c(F)c(F)cc(F)c3c2\C1=N\S(C)(=O)=O,medium
3.0,O=S(N([Li])C1=CC(C)=C(C=C1C)N([Li])S(C)(=O)=O)(C)=O,[Li]N(c1cc(C)c(N([Li])S(C)(=O)=O)cc1C)S(C)(=O)=O,medium
3.884624909,N#Cc1c(C#N)c(C#N)c(C#N)c(c12)c3c(c(C#N)c2C#N)C(=N\S(=O)(=O)C)\C(C#N)=CC\3=N/S(=O)(=O)C,CS(=O)(=O)/N=C1\C(C#N)=C/C(=N\S(C)(=O)=O)c2c1c(C#N)c(C#N)c1c(C#N)c(C#N)c(C#N)c(C#N)c21,high
2.706714441,c1cccc(c1c2=3)ccc2=C(N)C(=O)C(=O)C3N,NC1=c2ccc3ccccc3c2=C(N)C(=O)C1=O,medium
2.3,O=C(N1C)C2=CC=C3C4=CC=C5C(N(C)C(C6=C5C4=C(C=C6)C7=C3C2=C(C=C7)C1=O)=O)=O,CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,low
2.53,O=C1C(N2C(C3=C(C2=O)C=CC=C3)=O)=C(C(C(N(C(C4=C5C=CC=C4)=O)C5=O)=C1N6C(C7=C(C6=O)C=CC=C7)=O)=O)N8C(C9=C(C8=O)C=CC=C9)=O,O=C1C(N2C(=O)c3ccccc3C2=O)=C(N2C(=O)c3ccccc3C2=O)C(=O)C(N2C(=O)c3ccccc3C2=O)=C1N1C(=O)c2ccccc2C1=O,low
2.4,N#CC(N=C1C(C2=NC(C#N)=C(N=C2C3=NC(C#N)=C(N=C13)C#N)C#N)=N4)=C4C#N,N#Cc1nc2c3nc(C#N)c(C#N)nc3c3nc(C#N)c(C#N)nc3c2nc1C#N,low
3.3,C1=CSC(=C2SC3=C(S2)SC(=C2SC4=C(SC(=C5SC=CS5)S4)S2)S3)S1,C1=CSC(=C2SC3=C(S2)SC(=C2SC4=C(SC(=C5SC=CS5)S4)S2)S3)S1,medium
2.401546209,COC(C1=O)=CC(=O)C=C1OC,COC1=CC(=O)C=C(OC)C1=O,low
2.135247542,CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2N)cc(N)c(c3)N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=C(N)c2c\1cc1cc(N)c(N)cc1c2N,low
2.6,O/N=C(/C(C)=N/O)C,CC(=N\O)/C(C)=N/O,low
2.2,O=C(C[N+]1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=[N+](C=C3)CC(O[Li])=O)O[Li],[Li]OC(=O)C[n+]1ccc(-c2ccc(-c3cc[n+](CC(=O)O[Li])cc3)cc2)cc1,low
1.0,[Li]OC(O[Li])C#CC1=CC=C(C=C1)C#CC(O[Li])O[Li],[Li]OC(C#Cc1ccc(C#CC(O[Li])O[Li])cc1)O[Li],very low
2.269364113,COC(C1=O)=C(OC)C(=O)c(c12)c(OC)ccc2OC,COC1=C(OC)C(=O)c2c(OC)ccc(OC)c2C1=O,low
2.386103996,CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c(c=1c23)c(N)c(N)c2cc(N)c(N)c3N,CS(=O)(=O)/N=C1/C=c2c(N)c(N)c3cc(N)c(N)c(N)c3c2=C(N)/C1=N\S(C)(=O)=O,low
1.5,N#CC1=C2C=CC=CC2=C(C3=CC=CC=C31)C#N,N#Cc1c2ccccc2c(C#N)c2ccccc12,very low
1.6,CN(C1=CC=C(C=C1)NNC2=C(C=CC=C2)C(O)=O)C,CN(C)c1ccc(NNc2ccccc2C(=O)O)cc1,very low
2.167509378,Cc1c(C)c(C)cc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)c(C)ccc3C,Cc1cc2c(c(C)c1C)/C(=N\S(C)(=O)=O)c1c(C)ccc(C)c1/C2=N/S(C)(=O)=O,low
2.5,O=C(N1C)C2=CC=C3C4=CC=C5C(N(C)C(C6=C5C4=C(C=C6)C7=C3C2=C(C=C7Br)C1=O)=O)=O,CN1C(=O)c2ccc3c4ccc5c6c(cc(Br)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,low
3.3,CC(C(OC1CC(N(C(C)(C1)C)[O])(C)C)=O)(C)CC,CCC(C)(C)C(=O)OC1CC(C)(C)N([O])C(C)(C)C1,medium
2.4,O=C1C=C(C2=CC(=O)C3=C(C=CO3)C2=O)C(=O)C2=C1OC=C2,O=C1C(C2=CC(=O)c3occc3C2=O)=CC(=O)c2occc21,low
3.5,O=S(C(F)(F)F)(N([Li])C1=CC=C(N([Li])S(C(F)(F)F)(=O)=O)C=C1)=O,[Li]N(c1ccc(N([Li])S(=O)(=O)C(F)(F)F)cc1)S(=O)(=O)C(F)(F)F,medium
0.7,CC(=O)NC1=CC=C(O)C=C1,CC(=O)Nc1ccc(O)cc1,very low
3.97,COC1=CC=CC=C1N2C3=CC=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C52,COc1ccccc1N1c2ccccc2N(c2ccccc2)c2ccccc21,high
3.6,C1=CC=C(N(C2=CC=CC=C2)C2=CC=C3C(=C2)C2(C4=CC(N(C5=CC=CC=C5)C5=CC=CC=C5)=CC=C4C4=C2C=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C4)C2=C3C=CC(N(C3=CC=CC=C3)C3=CC=CC=C3)=C2)C=C1,c1ccc(N(c2ccccc2)c2ccc3c(c2)C2(c4cc(N(c5ccccc5)c5ccccc5)ccc4-3)c3cc(N(c4ccccc4)c4ccccc4)ccc3-c3ccc(N(c4ccccc4)c4ccccc4)cc32)cc1,high
2.1,OC1=C(C(C(O[Li])=C(C1=O)O[Li])=O)O,[Li]OC1=C(O[Li])C(=O)C(O)=C(O)C1=O,low
1.1,O=C(O[Li])C1=CC=C2C3=C(C4=CC=C(C(O[Li])=O)C5=C4C2=CC=C5C(O[Li])=O)C=CC(C(O[Li])=O)=C31,[Li]OC(=O)c1ccc2c3ccc(C(=O)O[Li])c4c(C(=O)O[Li])ccc(c5ccc(C(=O)O[Li])c1c25)c43,very low
2.39,O=C(C1=CC2=C3C(C(O[Li])=C(C4=C3C(C(O[Li])=C2O[Li])=CC(C(O[Li])=O)=C4)O[Li])=C1)O[Li],[Li]OC(=O)c1cc2c(O[Li])c(O[Li])c3cc(C(=O)O[Li])cc4c(O[Li])c(O[Li])c(c1)c2c34,low
2.350533254,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c12)c(N)cc3c2cccc3N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=C(N)c2c(N)cc3c(N)cccc3c2\1,low
2.874788086,CC1=CC(C)=CC(=N\S(=O)(=O)C)\C\1=N\S(=O)(=O)C,CC1=CC(=N/S(C)(=O)=O)/C(=N/S(C)(=O)=O)C(C)=C1,medium
0.83,[Li]OC(O[Li])C1=CC2=CC=C(C=C2C=C1)C(O[Li])O[Li],[Li]OC(O[Li])c1ccc2cc(C(O[Li])O[Li])ccc2c1,very low
2.51016541,COc(c1)ccc(c12)C=CC(=O)C2=O,COc1ccc2c(c1)C(=O)C(=O)C=C2,low
3.403179052,N#Cc1cc(C#N)c(C#N)c(c12)c3c(cc2C#N)/C(=N/S(=O)(=O)C)C=CC\3=N/S(=O)(=O)C,CS(=O)(=O)/N=C1\C=C/C(=N\S(C)(=O)=O)c2c1cc(C#N)c1c(C#N)cc(C#N)c(C#N)c21,medium
2.2,O=C1C(C=C(C=C2)S(=O)(O)=O)=C2N/C1=C(C3=O)/NC(C=C4)=C3C=C4S(=O)(O)=O,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,low
2.486405216,Cc1cc(C)c(C)c(c12)cc3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,CC1=CC(=N\S(C)(=O)=O)/C(=N\S(C)(=O)=O)c2c1cc1c(C)c(C)cc(C)c1c2C,low
1.2,O=C(C1=CC=C(N=C1)C(O[Na])=O)O[Na],O=C(O[Na])c1ccc(C(=O)O[Na])nc1,very low
2.5,O=C1C(Cl)=C(C(C(Cl)=C1NC2=CC=CC=C2)=O)NC3=CC=CC=C3,O=C1C(Cl)=C(Nc2ccccc2)C(=O)C(Cl)=C1Nc1ccccc1,low
2.396237521,COc1c(OC)ccc(c12)c3c(c(OC)ccc3)/C(=N\S(=O)(=O)C)C\2=N/S(=O)(=O)C,COc1ccc2c(c1OC)C(=N/S(C)(=O)=O)/C(=N/S(C)(=O)=O)c1c(OC)cccc1-2,low
2.8,[H]C1=C(C(C2=C(/C(C2=O)=C3N=C(C([H])=C/3[H])C4=C(C(C4=O)=C)O)O)=NC1=C)[H],C=C1C=CC(C2=C(O)/C(=C3\C=CC(C4=C(O)C(=C)C4=O)=N3)C2=O)=N1,medium
2.349499221,Cc1ccc(C)c(c12)/C(=N\S(=O)(=O)C)/C(C=C2C)=N/S(=O)(=O)C,CC1=CC(=N\S(C)(=O)=O)/C(=N/S(C)(=O)=O)c2c(C)ccc(C)c21,low
3.061741289,CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)c(F)cc2c(F)cc(F)c3F,CS(=O)(=O)/N=C1\C(F)=C(F)c2c(c(F)cc3c(F)cc(F)c(F)c23)\C1=N\S(C)(=O)=O,medium
2.5,OC1=CC=C(O)C=C1C2=CC=C(C=C2)C3=C(O)C=CC(O)=C3,Oc1ccc(O)c(-c2ccc(-c3cc(O)ccc3O)cc2)c1,low
2.451248088,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c12)c3c(c(N)c2N)cc(N)cc3,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=Cc2c\1c(N)c(N)c1cc(N)ccc21,low
2.1,CC1=CC=C(C)C2=C1C(=O)C1=C(C=CC=C1)C2=O,Cc1ccc(C)c2c1C(=O)c1ccccc1C2=O,low
0.8,CC(C(N)=N)(/N=N/C(C)(C(N)=N)C)C,CC(C)(/N=N/C(C)(C)C(=N)N)C(=N)N,very low
2.7057566,c1cccc(c1=2)=C(N)C(=O)C(=O)C2N,NC1=c2ccccc2=C(N)C(=O)C1=O,medium
2.39,O=C(C1=CC2=C3C(C(C(C4=C3C(C(C2=O)=O)=CC(C(O[Li])=O)=C4)=O)=O)=C1)O[Li],[Li]OC(=O)c1cc2c3c(c1)c(=O)c(=O)c1cc(C(=O)O[Li])cc(c1-3)c(=O)c2=O,low
2.05,CSC1=CC=C(C=C1)SC2=CC=C(CC2)SC,CSC1=CC=C(Sc2ccc(SC)cc2)CC1,low
2.7,[Li]OC1=CC=C(C=C1C2=CC(C3=C(C=CC(O[Li])=C3)O[Li])=CC=C2)O[Li],[Li]Oc1ccc(O[Li])c(-c2cccc(-c3cc(O[Li])ccc3O[Li])c2)c1,low
2.8,O=NC1=CC=C(C=C1)N(C2=CC=C(C=C2)N=O)C3=CC=C(C=C3)N=O,O=Nc1ccc(N(c2ccc(N=O)cc2)c2ccc(N=O)cc2)cc1,medium
3.017438152,Cc1c(C)c(=O)c(=O)c(c12)c(C)c(=O)c(=O)c2C,Cc1c2c(C)c(=O)c(=O)c(C)c-2c(=O)c(=O)c1C,medium
2.5,CC1=CC(=O)C(C)=CC1=O,CC1=CC(=O)C(C)=CC1=O,low
0.8,OC1=C(O)C(O)=C1O,OC1=C(O)C(O)=C1O,very low
3.2,O=C1N(C(N(C(N1Cl)=O)Cl)=O)Cl,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,medium
2.0,OC1=C(Cl)C(C(O)=C(Cl)C1=O)=O,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,low
2.574298038,Cc1c(C)ccc(c12)c3c(cc2C)/C(=N/S(=O)(=O)C)C(\C(C)=C3C)=N\S(=O)(=O)C,CC1=C(C)c2c(cc(C)c3c(C)c(C)ccc23)C(=N/S(C)(=O)=O)/C1=N/S(C)(=O)=O,low
3.25,C=CC1=CC=C(N2C3=CC=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C52)C=C1,C=Cc1ccc(N2c3ccccc3N(c3ccccc3)c3ccccc32)cc1,medium
3.0668,CC1=NC(=O)C2=C3C(OC(=O)N=C13)=NSN=C2,CC1=NC(=O)C2=c3c1nc(=O)oc3=NSN=C2,medium
2.76,[Li]OC1=CC2=CC=C(O[Li])C=C2C=C1,[Li]Oc1ccc2cc(O[Li])ccc2c1,medium
2.550308468,CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c1c23)ccc3ccc(N)c2N,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C(N)=Cc2ccc3ccc(N)c(N)c3c2\1,low
2.5,O=C1OC(=O)C2=CC3=C(C=C12)C(=O)OC3=O,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,low
2.031016995,CS(=O)(=O)/N=C\1c(cc(N)c(c2)N)c2C(=N\S(=O)(=O)C)\c(c13)ccc(N)c3N,CS(=O)(=O)/N=C1/c2cc(N)c(N)cc2/C(=N/S(C)(=O)=O)c2c1ccc(N)c2N,low
2.0,SC(N1CCCCC1)=S,S=C(S)N1CCCCC1,low
1.886993874,Nc1ccc(N)c(c1c23)C(=O)C(=O)c2c(N)ccc3N,Nc1ccc(N)c2c1C(=O)C(=O)c1c(N)ccc(N)c1-2,very low
2.83,OC1=CC2=CC3=CC=C(O)C=C3C=C2C=C1,Oc1ccc2cc3cc(O)ccc3cc2c1,medium
3.5,CC1=CC2=C(N(C)C3=CC=C(C)C=C3S2)C=C1,Cc1ccc2c(c1)Sc1cc(C)ccc1N2C,medium
3.96,OC1=C(N(C2=CC=CC=C2N3C4=CC=CC=C4)C5=CC=CC=C5)C3=CC=C1,Oc1cccc2c1N(c1ccccc1)c1ccccc1N2c1ccccc1,high
2.953262786,O=c1ccc(=O)c(c1c23)c(Cl)c(Cl)c2c(Cl)c4c(c3Cl)c(=O)ccc4=O,O=c1ccc(=O)c2c(Cl)c3c(c(Cl)c(Cl)c4c(=O)ccc(=O)c43)c(Cl)c12,medium
2.2,OC1=C(SC2=C(O)C(C=CC=C3)=C3C(O)=C2S4)C4=C(O)C5=CC=CC=C15,Oc1c2c(c(O)c3ccccc13)Sc1c(c(O)c3ccccc3c1O)S2,low
2.123772238,c1c(N)ccc(c12)C(=O)C=C(C2=O)N,NC1=CC(=O)c2ccc(N)cc2C1=O,low
3.1,N#CC(C#N)=C1C=C(F)/C(=C(\F)C#N)C=C1F,N#CC(C#N)=c1cc(F)/c(=C(\F)C#N)cc1F,medium
2.615911088,O=C1C(Cl)=C(Cl)C(=O)c(c12)cc3c(c2)cccc3,O=C1C(Cl)=C(Cl)C(=O)c2cc3ccccc3cc21,low
2.7,COC1=C(O)C=C(OC)C(O)=C1,COc1cc(O)c(OC)cc1O,low
2.977208818,c1c(=O)c(=O)cc(c1c23)c(N)c(N)c2cc4c(c3)c(=O)ccc4=O,Nc1c(N)c2cc3c(=O)ccc(=O)c3cc2c2cc(=O)c(=O)cc12,medium
3.1,N#C/C(C#N)=C1C(F)=CC(C(F)=C/1)C(C#N)C#N,N#CC(C#N)=C1C=C(F)C(C(C#N)C#N)C=C1F,medium
3.1,O=C(C=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=CC1=O,O=C1C=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,medium
2.3,CC1=C(C)C(C(C)=C(C)C1=O)=O,CC1=C(C)C(=O)C(C)=C(C)C1=O,low
3.729305791,O=c1c(Cl)cc(=O)c(c12)c(Cl)c(Cl)c(=O)c2=O,O=c1cc(Cl)c(=O)c2c(=O)c(=O)c(Cl)c(Cl)c1=2,high
2.088523679,COc1c(OC)c(OC)cc(c12)C(=O)c3c(C2=O)ccc(c3)OC,COc1ccc2c(c1)C(=O)c1cc(OC)c(OC)c(OC)c1C2=O,low
3.4743,CC1=NC2=C(C=O)C3=C(C=NC(=O)C3=O)C2=N1,Cc1nc2c(C=O)c3c(=O)c(=O)ncc=3c-2n1,medium
2.31,O=C1N(C(C2=CC=C(C(N3C)=O)C4=C2C1=CC=C4C3=O)=O)C5=CC=C(C6=C5)C(C7=C(C6=O)C=CC(C)=C7)=O,Cc1ccc2c(c1)C(=O)c1ccc(N3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(C)C5=O)cc1C2=O,low
2.1,O=C1C2=CC=CC(NC3=CC=CC4=C3C(=O)C3=C(C=CC=C3)C4=O)=C2C(=O)C2=C1C=CC=C2,O=C1c2ccccc2C(=O)c2c(Nc3cccc4c3C(=O)c3ccccc3C4=O)cccc21,low
2.05,OC1C(O[Li])=C(C(C(O[Li])=C1Cl)O)Cl,[Li]OC1=C(Cl)C(O)C(O[Li])=C(Cl)C1O,low
2.788342911,c1ccc(C)c(cc2C)c1c(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,Cc1cc2c(C)cccc2c2c1C(=N/S(C)(=O)=O)/C(=N/S(C)(=O)=O)C=C2,medium
3.682946274,O=c1c(Cl)cc(=O)c(c12)c(Cl)cc(=O)c2=O,O=c1cc(Cl)c(=O)c2c(=O)c(=O)cc(Cl)c1=2,high
2.5,O=C1C2=CC=C3C(N(O)C(C4=C3C2=C(C(N1O)=O)C=C4)=O)=O,O=C1c2ccc3c4c(ccc(c24)C(=O)N1O)C(=O)N(O)C3=O,low
3.35,O=C1C2=CC(C)=CC=C2C(C3C(C4=C(C(C13)=O)C5CCC4C5)=O)=O,Cc1ccc2c(c1)C(=O)C1C(=O)C3=C(C(=O)C1C2=O)C1CCC3C1,medium
2.88,O=C1C=CC=C2C(C=CC=C21)=O,O=C1C=CC=C2C(=O)C=CC=C12,medium
2.682193704,c1cc(Cl)cc(c1c23)C(=O)C(=O)c2cc(Cl)cc3,O=C1C(=O)c2cc(Cl)ccc2-c2ccc(Cl)cc21,low
2.4,C1(SSSSSSC2=CC=CC=N2)=NC=CC=C1,c1ccc(SSSSSSc2ccccn2)nc1,low
2.402234914,CS(=O)(=O)\N=C(C1N)\C(=N/S(=O)(=O)C)C(N)=c(c=1c23)cc(N)c2cc(N)cc3N,CS(=O)(=O)/N=C1/C(N)=c2cc(N)c3cc(N)cc(N)c3c2=C(N)/C1=N\S(C)(=O)=O,low
2.471515138,COc(c1)c(OC)cc(c2)c1cc(c23)C(OC)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,COC1=CC(=N\S(C)(=O)=O)/C(=N\S(C)(=O)=O)c2cc3cc(OC)c(OC)cc3cc21,low
3.074770107,CS(=O)(=O)/N=C(\C=1C)C(=N/S(=O)(=O)C)\C(C)=c(c2)c1cc(c23)cc(C)cc3C,CC1=c2cc3c(C)cc(C)cc3cc2=C(C)C(=N\S(C)(=O)=O)/C1=N\S(C)(=O)=O,medium
2.94779083,CS(=O)(=O)\N=C(C=C1F)\C(=N/S(=O)(=O)C)\c(c1c23)cc(F)c2cc(F)cc3F,CS(=O)(=O)/N=C1C(=N\S(C)(=O)=O)\C=C(F)c2c\1cc(F)c1cc(F)cc(F)c21,medium
1.0,OC(C1=NC=CN=C1C(O)=O)=O,O=C(O)c1nccnc1C(=O)O,very low
2.616294224,Clc1cccc(c12)C(=O)C=CC2=O,O=C1C=CC(=O)c2c(Cl)cccc21,low
2.5,CC1=C2C=CNC2=C(C)C(C1=O)=O,CC1=c2cc[nH]c2=C(C)C(=O)C1=O,low
