SMILES,Voltage
O=c1c2c3n4c5c1c([H])c([H])c([H])c5c(=O)c1c4c(c(=O)c3c([H])c([H])c2[H])c([H])c([H])c1[H],1.75
C(S(=O)(=O)/N=C1\C(F)=C([H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c1c([H])c(F)c1c2c(F)c(F)c([H])c1F)([H])([H])[H],2.889471358
[O-][N+](c1c([H])c([H])c([N+]([O-])=O)c([H])c1[H])=O,2.7
Clc1c([H])c(N2c3c([H])c([H])c([H])c([H])c3N(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1[H],3.28
O=C1c2nc([H])c([H])nc2C(=O)c2c1nc([H])c([H])n2,2.75
C(SSc1c([H])c([H])c(SSC([H])([H])[H])c([H])c1[H])([H])([H])[H],2.1
C(C1(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])N([O])C(c2c([H])c([H])c(C3([H])C(C(=C([H])[H])[H])([H])C([H])([H])C(C(=C([H])[H])[H])([H])C3([H])[H])c([H])c2[H])=[N+]1[O-])([H])([H])[H],3.29
O=C1c2c([H])c([H])c([H])c([H])c2C(=O)c2c([H])c([H])c([H])c([H])c21,2.08
C(S(=O)(=O)/N=C1\C([H])=C(N([H])[H])c2c(c([H])c([H])c3c2c(N([H])[H])c([H])c([H])c3N([H])[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.521769152
c1([H])c(=O)c(=O)c([H])c2c(Cl)c3c(c(Cl)c12)c([H])c1c(c3[H])c(=O)c([H])c([H])c1=O,3.656318286
N(c1c([H])c([H])c(N([H])[H])c2c1-c1c(c([H])c([H])c(N([H])[H])c1[H])C(=N\S(=O)(=O)C([H])([H])[H])/C2=N\S(=O)(=O)C([H])([H])[H])([H])[H],2.154480559
C(Oc1c([H])c([H])c([H])c2c1C(=O)c1c(c([H])c([H])c([H])c1[H])C2=O)([H])([H])[H],2.143695337
N#CN(c1c(F)c([H])c(N(C#N)[H])c(F)c1[H])[H],3.35
C(OC1=C([H])C(=O)c2c(c([H])c([H])c([H])c2[H])C1=O)([H])([H])[H],2.334688888
O=c1c(=O)c(OC([H])([H])[H])c([H])c2c1c1c(c(OC([H])([H])[H])c2[H])c(OC([H])([H])[H])c([H])c2c1c(=O)c(=O)c(OC([H])([H])[H])c2[H],2.473575873
O(c1c([H])c(N2c3c([H])c([H])c([H])c([H])c3N(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1[H])[H],3.96
C(Oc1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1/C(=N\S(=O)(=O)C([H])([H])[H])c1c(c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])/C2=N/S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.15137846
c1([H])c([H])c([H])c([H])c2c1C(=O)C(=O)C(Cl)=C2Cl,2.820697553
O=C1C([H])=C(Sc2c([H])c([H])c(SC3=C([H])C(=O)c4c(c([H])c([H])c([H])c4[H])C3=O)c([H])c2[H])C(=O)c2c1c([H])c([H])c([H])c2[H],2.6
c1([H])c(=C([H])[H])n([Li])/c(=C2\C(O[H])=C(c3c([H])c([H])c(C4=C(O[H])C(=C([H])[H])C4=O)n3[Li])C2=O)c1[H],2.5
c1([H])c(N([H])[H])c([H])c([H])c2c1C(=O)C([H])=C([H])C2=O,2.328750272
O(C(O[Li])(c1c([H])c([H])c2c3c(c4c([H])c([H])c(C(O[H])(O[Li])[H])c5c4c2c([H])c([H])c5C(O[H])(O[Li])[H])c([H])c([H])c(C(O[H])(O[Li])[H])c13)[H])[H],1.1
[Li]Oc1c([H])c2c(O[Li])c3c([H])c([H])c([H])c([H])c3c([H])c2c([H])c1[H],2.54
O=c1n(S(O[Na])=O)c(O[Li])c2c3c4c(c([H])c2[H])c(=O)n(S(O[Na])=O)c(O[Li])c4c([H])c([H])c13,2.25
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C([H])=C([H])c2c(N([H])[H])c3c(c(N([H])[H])c2\1)c([H])c([H])c(N([H])[H])c3N([H])[H])([H])([H])[H],2.238237248
Brc1nn2c([H])c([H])oc(=O)c(=N[H])nc-2c(=O)c1=O,3.0779
N#Cc1c2c3c(c([H])c(C#N)c4c3c(c1[H])C(=O)N([H])C4=O)C(=O)N([H])C2=O,2.9
C(=c1c(=N[H])nc2nc(C([H])([H])[H])c(C([H])([H])[H])c3ssc1=c23)([H])[H],2.0
C(Oc1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1C(=O)c1c(c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])C2=O)([H])([H])[H],2.006340897
C(c1c([H])c([H])c([H])c2c1C(=O)c1c(c([H])c([H])c([H])c1[H])C2=O)([H])([H])[H],2.221088912
O(C(/C(=N/c1c([H])c([H])c(/N=C(/C(O[H])=O)[H])c([H])c1[H])[H])=O)[H],1.27
N(c1c([H])c(N([H])[H])c([H])c2c1C(=O)c1c(c([H])c([H])c([H])c1[H])C2=O)([H])[H],1.972241747
C(OC1=C([H])C(=N\S(=O)(=O)C([H])([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c(OC([H])([H])[H])c(OC([H])([H])[H])c3c(c21)c([H])c([H])c(OC([H])([H])[H])c3OC([H])([H])[H])([H])([H])[H],2.50894714
O=C1C(OC([H])([H])[H])=C(O[Li])C(=O)C(OC([H])([H])[H])=C1O[Li],2.5
N(c1c([H])c([H])c([H])c2c1C(=O)c1c(c([H])c(N([H])[H])c([H])c1[H])C2=O)([H])[H],1.969559792
C(C(N=c1nc(Br)c2nc(=O)c(=O)c(=O)c-2n1)([H])[H])([H])([H])[H],3.3546
C(Oc1c([H])c([H])c(SSSSc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H])([H])([H])[H],2.18
C(=C(c1c([H])c([H])c([H])c([H])c1N1c2c([H])c([H])c([H])c([H])c2N(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c21)[H])([H])[H],3.24
O=C1C(=O)C(OC([H])([H])[H])=C(OC([H])([H])[H])c2c1c([H])c([H])c([H])c2[H],2.34541671
N#CC(C#N)=c1c([H])c([H])c(=C(C#N)C#N)c([H])c1[H],2.8
c1([H])c(N([H])[H])c([H])c([H])c2c1C(=O)c1c(c([H])c([H])c(N([H])[H])c1[H])C2=O,1.897721696
C(C(=O)c1nc(=O)c(=O)c2c([H])nc(=O)c(=O)c1=2)([H])([H])[H],3.7089
S=C1C([H])=C([H])C(=S)C([H])=C1[H],2.1
C(Oc1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2c([H])c([H])c3c(c12)C(OC([H])([H])[H])=C([H])C(=N\S(=O)(=O)C([H])([H])[H])/C3=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.556926281
C(S(N([Li])c1c(N([Li])S(=O)(C([H])([H])[H])=O)c([H])c(N([Li])S(=O)(C([H])([H])[H])=O)c([H])c1[H])(=O)=O)([H])([H])[H],3.1
C(C(C(c1c([H])c([H])c(C2=[N+]([O-])C(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])N2[O])c([H])c1[H])(C([H])([H])[H])[H])([H])[H])([H])([H])[H],3.6
[Li]OC(c1c([H])c([H])c(C#Cc2c([H])c([H])c(C(O[Li])(O[Li])[H])c([H])c2[H])c([H])c1[H])(O[Li])[H],0.65
c12c3c4c(=O)c(=O)c1c([H])c([H])c(N([H])[H])c2c([H])c([H])c3c([H])c([H])c4[H],2.16859921
N(c1c([H])c([H])c([H])c2c1C(=O)c1c(c([H])c([H])c([H])c1[H])C2=O)([H])[H],2.155381
C(S(=O)(=O)/N=C1C(=N/S(=O)(=O)C([H])([H])[H])/C(OC([H])([H])[H])=C(OC([H])([H])[H])c2c/1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])([H])([H])[H],2.400166848
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,3.05
O=C1N([H])C(=O)c2c3c4c(c([H])c2[H])C(=O)N([H])C(=O)c4c([H])c([H])c31,2.33
C(c1c([H])c([H])c([H])c2c1C([H])=C([H])C(=O)C2=O)([H])([H])[H],2.540050058
N(C1=C([H])C(=O)C(=O)C([H])=C1N([H])[H])([H])[H],2.252889242
N#CC1=C(C#N)/C(=N/S(=O)(=O)C([H])([H])[H])C([H])=C([H])/C1=N\S(=O)(=O)C([H])([H])[H],3.62301451
O=C(O[H])c1c([H])c([H])c(N2C(=O)c3c([H])c([H])c4c5c([H])c([H])c6c7c(c([H])c([H])c(c57)c5c([H])c([H])c(c3c45)C2=O)C(=O)N(c2c([H])c([H])c(C(=O)O[H])c([H])c2[H])C6=O)c([H])c1[H],2.4
O(C1=c2c3c(c([H])c([H])c4c3c(c([H])c2[H])c2c([H])c([H])c3c5c2c4c([H])c([H])c5=C(O[H])N(C(C(O[H])=O)([H])[H])C=3O[H])=C(O[H])N1C(C(O[H])=O)([H])[H])[H],2.13
O=c1c2c(c(=O)c3c1c(O[Li])c([H])c([H])c3O[Li])sc1c(c(=O)c3c(c(O[Li])c([H])c([H])c3O[Li])c1=O)s2,2.8
C(S(=O)(=O)/N=C1\C(OC([H])([H])[H])=C(OC([H])([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])c2c1c1c(c([H])c2OC([H])([H])[H])c([H])c(OC([H])([H])[H])c([H])c1[H])([H])([H])[H],2.493850255
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\c2c([H])c(N([H])[H])c(N([H])[H])c([H])c2-c2c\1c(N([H])[H])c(N([H])[H])c(N([H])[H])c2[H])([H])([H])[H],2.09471344
O=C(C1=C([H])S/C(=C2/SC([H])=C(C(O[Li])=O)S2)S1)O[Li],1.2
C(c1nnc(SSC([H])([H])[H])s1)([H])([H])[H],2.85
c12c3c4c(=O)c(=O)c1c(Cl)c([H])c([H])c2c([H])c([H])c3c([H])c([H])c4Cl,2.417637943
C(c1c(C([H])([H])[H])c([H])c2c(nc3c(=O)n([H])c(=O)nc-3n2C([C@](O[H])([C@](O[H])([C@](O[H])(C(O[H])([H])[H])[H])[H])[H])([H])[H])c1[H])([H])([H])[H],2.54
C(c1nc(=O)c(=O)c(=O)c2nc([H])c(=N[H])c(=O)c1=2)([H])([H])[H],3.2482
C(S(=O)(=O)/N=C1/c2c(Cl)c([H])c([H])c([H])c2/C(=N/S(=O)(=O)C([H])([H])[H])c2c1c(Cl)c(Cl)c([H])c2[H])([H])([H])[H],2.516598986
C1([H])=c2c(c(N([H])[H])c([H])c([H])c2N([H])[H])=C([H])C(=O)C1=O,2.898282697
C(c1c([H])c([H])c([H])c2c1C(=O)C([H])=C([H])C2=O)([H])([H])[H],2.474342146
N#Cc1c(C#N)c([H])c([H])c2c1C(C#N)=C(C#N)C(=N\S(=O)(=O)C([H])([H])[H])/C2=N/S(=O)(=O)C([H])([H])[H],3.673268523
C(S(=O)(=O)/N=C1\C([H])=c2c(c([H])c([H])c([H])c2C#N)=C(C#N)\C1=N/S(=O)(=O)C([H])([H])[H])([H])([H])[H],3.626943836
[Li]Oc1c([H])c([H])c(O[Li])c([H])c1-c1c([H])c([H])c(-c2c(O[Li])c([H])c([H])c(O[Li])c2[H])c([H])c1[H],2.5
O=C1C(O[Li])=C(O[Li])C(=O)C(O[Li])=C1O[Li],2.1
N#CN=C1C([H])=C([H])C(=NC#N)C([H])=C1[H],3.2
O(c1c([H])c([H])c2c(c1[H])N(c1c([H])c([H])c([H])c([H])c1[H])c1c(c([H])c([H])c([H])c1[H])N2c1c([H])c([H])c([H])c([H])c1[H])[H],3.87
c1([H])c([H])c2c3c4c(c([H])c([H])c5c4c4c(c([H])c([H])c6c([H])c([H])c1c3c46)c([H])c5[H])c([H])c2[H],4.0
O=c1c2c([H])c([H])c([H])c([H])c2c(=O)c2c1sc1c(s2)c(=O)c2c(c([H])c([H])c([H])c2[H])c1=O,2.2
O=C1c2c(sc(C([H])([H])[H])c2[H])C(=O)c2c1sc(C([H])([H])[H])c2[H],2.5
C(c1c([H])c2c(c([H])c1C([H])([H])[H])c([H])c1c(c2[H])C([H])=C(C([H])([H])[H])C(=N\S(=O)(=O)C([H])([H])[H])/C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.553203761
O=C1C(C([H])([H])[H])=C(O[Li])C(=O)C(SC([H])([H])[H])=C1O[Li],2.0
O=C1N([H])C(O[H])=c2c1c([H])c1c(c2[H])C(=O)N([H])C=1O[H],1.75
C(c1c([H])c([H])c(C([H])([H])[H])s1)([H])([H])[H],3.7
[Li]OC(O[Na])(c1c([H])c([H])c(/C(=C(/c2c([H])c([H])c(C(O[Li])(O[Na])[H])c([H])c2[H])[H])[H])c([H])c1[H])[H],1.04
C(Oc1c(O[H])c(O[Li])c(OC([H])([H])[H])c(O[H])c1O[Li])([H])([H])[H],2.5
C(C(C([H])([H])[H])(c1c([H])c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])[H])c1-n1c(=O)c2c([H])c3c4c5c(c([H])c([H])c(c25)c1=O)c1c2c5c(c([H])c1-c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H])c(=O)n(-c1c(C(C([H])([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])[H])c(=O)c5c([H])c(c42)c1c3c(=O)n(-c2c(C(C([H])([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c2C(C([H])([H])[H])(C([H])([H])[H])[H])c1=O)[H])([H])([H])[H],2.44
C(n1c2c([H])c([H])c([H])c([H])c2c2c1c([H])c([H])c([H])c2[H])([H])([H])[H],3.7
O=C1C([H])=C([H])C(=O)C(c2c([H])c([H])c(-c3c([H])c(-c4c([H])c([H])c(C5=C([H])C(=O)C([H])=C([H])C5=O)c([H])c4[H])c([H])c(-c4c([H])c([H])c(C5=C([H])C(=O)C([H])=C([H])C5=O)c([H])c4[H])c3[H])c([H])c2[H])=C1[H],2.7
O=C(c1c([H])nc(C(O[H])=O)c([H])n1)O[H],1.2
O=C(c1c([H])c([H])c(N(N(c2c([H])c([H])c([H])c([H])c2[H])[Li])[Li])c([H])c1[H])O[Li],1.4
N#Cc1c([H])c2c(c(C#N)c1C#N)C(=N\S(=O)(=O)C([H])([H])[H])/C(=N\S(=O)(=O)C([H])([H])[H])c1c-2c(C#N)c([H])c([H])c1[H],3.194717958
C(c1c([H])c2c(c([H])c1[H])C([H])=C([H])C(=O)C2=O)([H])([H])[H],2.517636572
N#CN(c1c(Cl)c([H])c(N(C#N)[Li])c(Cl)c1[H])[Li],3.3
C(S(N(c1c(N(S(=O)(C([H])([H])[H])=O)[H])c([H])c(Cl)c(Cl)c1[H])[H])(=O)=O)([H])([H])[H],3.3
O=C1C([H])=C([H])C(=O)c2c1c(N([H])[H])c([H])c([H])c2[H],2.391201523
c12c3c4c(Cl)c(=O)c(=O)c3c([H])c([H])c1c(=O)c(=O)c(Cl)c2c(Cl)c4Cl,3.468389827
N(C1=C(N([H])[H])C(=O)C(=O)C(N([H])[H])=C1N([H])[H])([H])[H],2.194652493
C(Oc1c(OC([H])([H])[H])c([H])c([H])c2c1C([H])=C([H])C(=O)C2=O)([H])([H])[H],2.497330337
O=C1C([H])=C([H])C(=O)C([H])=C1[H],2.55
O=C1c2c(snn2)C(=O)c2c1snn2,3.0
O=C1C(C([H])([H])[H])=C(C([H])([H])[H])C(=O)c2c1c([H])c(C([H])([H])[H])c([H])c2[H],2.292543871
O=c1c2c([H])c([H])c([H])c([H])c2c(=O)c2c3nc4c([H])c([H])c5c(c(=O)c6c(c([H])c([H])c([H])c6[H])c5=O)c4nc3c([H])c([H])c12,2.3
Brc1noc(-c2nc(=N[H])c(=O)c2=O)c(Br)c1=O,3.21
C(Oc1c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c2c1c1c(c(OC([H])([H])[H])c2OC([H])([H])[H])C([H])=C(OC([H])([H])[H])C(=N\S(=O)(=O)C([H])([H])[H])/C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.650816495
c12c([H])c([H])c([H])c([H])c1c1c(n2-c2c([H])c3c(c([H])c(-n4c5c([H])c([H])c([H])c([H])c5c5c4c([H])c([H])c([H])c5[H])c([H])c3[H])c([H])c2[H])c([H])c([H])c([H])c1[H],4.1
C(Oc1c([H])c(OC([H])([H])[H])c([H])c2c1C(=O)C([H])=C(OC([H])([H])[H])C2=O)([H])([H])[H],2.157679819
O=C1C(C([H])([H])[H])=C([H])C(=O)C(C(C2=C([H])C(=O)C(C(C3=C([H])C(=O)C(C(C4=C([H])C(=O)C(C(C5=C([H])C(=O)C(C(C([H])([H])[H])([H])[H])=C([H])C5=O)([H])[H])=C([H])C4=O)([H])[H])=C([H])C3=O)([H])[H])=C([H])C2=O)([H])[H])=C1[H],2.6
O=C(O[Li])C(C1=C([H])C(=O)C(C(C(O[Li])=O)([H])[H])=C([H])C1=O)([H])[H],3.25
N#CN(c1c([H])c([H])c(N(C#N)[H])c([H])c1[H])[H],3.2
c1([H])c(Cl)c(Cl)c([H])c2c1=C(Cl)C(=O)C(=O)C=2Cl,3.487738221
O=C(O[Li])C(c1c([H])c(O[Li])c(C(C(O[Li])=O)([H])[H])c([H])c1O[Li])([H])[H],3.25
Clc1c(=O)c(=O)c(Cl)c2c(Cl)c(Cl)c(=O)c(=O)c1-2,3.686394502
N#Cc1c([H])c([H])c([H])c([H])c1N1c2c([H])c([H])c([H])c([H])c2N(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c21,3.35
C(Oc1c(OC([H])([H])[H])c(=O)c(=O)c2c(=O)c([H])c([H])c(=O)c1=2)([H])([H])[H],3.210730522
C(c1c([H])c([H])c([H])c(=O)c(=O)c2c1c(O[H])c([H])c([H])c2O[H])([H])([H])[H],3.0346
C1([H])=C(Cl)C(=O)C(=O)c2c1c(Cl)c([H])c([H])c2[H],2.869547459
C(S(=O)(=O)/N=C1\C([H])=C([H])c2c(c3c(c(Cl)c2Cl)c(Cl)c([H])c(Cl)c3Cl)\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.992047451
O(c1c2c(c([H])nc([H])c2[H])c(O[H])c2c1c([H])nc([H])c2[H])[H],2.71
C(Oc1c(OC([H])([H])[H])c([H])c([H])c2c1/C(=N\S(=O)(=O)C([H])([H])[H])c1c(c(OC([H])([H])[H])c([H])c([H])c1[H])/C2=N/S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.187362815
O=C(c1c([H])nc(C(O[H])=O)c([H])c1[H])O[H],1.1
[Li]OC(O[Li])=c1c([H])nc(=C(O[Li])O[Li])c([H])c1[H],1.1
Fc1c2c(c([H])c([H])c1[H])N(c1c([H])c([H])c([H])c([H])c1[H])c1c(c([H])c([H])c([H])c1[H])N2c1c([H])c([H])c([H])c([H])c1[H],3.35
C(c1c([H])c([H])c([H])c2c1C(=O)C([H])=C(C([H])([H])[H])C2=O)([H])([H])[H],2.386412317
C(c1c(C([H])([H])[H])c([H])c([H])c2c([H])c(C([H])([H])[H])c3c(c12)C(C([H])([H])[H])=C(C([H])([H])[H])C(=N\S(=O)(=O)C([H])([H])[H])/C3=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.494470675
O=C1C(N2C(=O)c3c(c([H])c([H])c([H])c3[H])C2=O)=C(N2C(=O)c3c(c([H])c([H])c([H])c3[H])C2=O)C(=O)C(N2C(=O)c3c(c([H])c([H])c([H])c3[H])C2=O)=C1N1C(=O)c2c(c([H])c([H])c([H])c2[H])C1=O,2.0
O=c1c([H])c([H])c(=O)c2c1c([H])c1c(c2[H])c([H])c2c(c1[H])c(=O)c([H])c([H])c2=O,2.820122849
c1(N2c3c(c([H])c([H])c([H])c3[H])Oc3c2c([H])c([H])c([H])c3[H])c([H])c(N2c3c(c([H])c([H])c([H])c3[H])Oc3c2c([H])c([H])c([H])c3[H])c([H])c([H])c1[H],3.6
C(c1c([H])c([H])c([H])c2c1C(=O)c1c([H])c([H])c([H])c(SC([H])([H])[H])c1C2=O)([H])([H])[H],2.0
C(S(=O)(=O)/N=C1C(=N\S(=O)(=O)C([H])([H])[H])\C([H])=C(N([H])[H])c2c([H])c(N([H])[H])c3c(c2\1)c([H])c(N([H])[H])c([H])c3N([H])[H])([H])([H])[H],2.180745002
O=C(c1c([H])nc(C(O[Li])=O)c([H])c1[H])O[Li],1.1
C(c1c([H])c([H])c(/N=C(/c2c([H])c([H])c(/C(=N/C([H])([H])[H])[H])c([H])c2[H])[H])c([H])c1[H])([H])([H])[H],0.85
O=C(O[Li])/C(=C(C(=C(/C(O[Li])=O)[H])/[H])\[H])[H],1.35
C(c1c([H])c(C([H])([H])[H])c([H])c2c1/C(=N\S(=O)(=O)C([H])([H])[H])c1c(c([H])c([H])c([H])c1[H])/C2=N/S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.244648254
Clc1nc2nc(=O)c(=O)c3c(nnn3[H])c-2ns1,3.0844
C(c1c([H])c2c(=O)nc(C#C[H])c=2c(=O)c(=O)c1=O)([H])([H])[H],3.9552
C(Oc1c([H])c([H])c2c(c1[H])N(c1c([H])c([H])c([H])c([H])c1[H])c1c(c([H])c([H])c([H])c1[H])N2c1c([H])c([H])c([H])c([H])c1[H])([H])([H])[H],3.87
O=C1C(SC([H])([H])[H])=C(SC([H])([H])[H])C(=O)C(C([H])([H])[H])=C1C([H])([H])[H],2.6
C(c1c([H])c([H])c([H])c2c1C(=O)C(C([H])([H])[H])=C([H])C2=O)([H])([H])[H],2.375301358
C(S(=O)(=O)/N=C1/C(F)=c2c(c3c(c([H])c2[H])c(F)c([H])c(F)c3[H])=C([H])/C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],3.2863333
C(Oc1c([H])c([H])c([H])c2c1C([H])=C([H])C(=O)C2=O)([H])([H])[H],2.481430172
C(Oc1c([H])c([H])c(N2c3c([H])c([H])c([H])c([H])c3N(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c32)c([H])c1[H])([H])([H])[H],3.91
N#C/N=C1\C(Cl)=C([H])/C(=N/C#N)C(Cl)=C1[H],3.3
c1([H])c([H])c([H])c([H])c2c1-c1c(c3c(c([H])c1[H])c([H])c([H])c([H])c3[H])C(=O)C2=O,2.391201523
N(c1c([H])c([H])c([H])c2c1C(=O)C(=O)c1c-2c([H])c([H])c([H])c1N([H])[H])([H])[H],2.095420136
C(S(=O)(=O)/N=C1\C(N([H])[H])=C([H])c2c(c(N([H])[H])c([H])c3c2c(N([H])[H])c([H])c(N([H])[H])c3[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.395203488
C(c1c([H])c2c(c([H])c1[H])C(=O)c1c(c([H])c(C([H])([H])[H])c([H])c1[H])C2=O)([H])([H])[H],2.161128048
C(Oc1c([H])c(OC([H])([H])[H])c([H])c2c1C(=O)C([H])=C([H])C2=O)([H])([H])[H],2.312658538
C(S(=O)(=O)/N=C1\C(N([H])[H])=c2c(c(N([H])[H])c(N([H])[H])c(N([H])[H])c2N([H])[H])=C(N([H])[H])\C1=N/S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.405957433
Clc1c2c(c([H])c([H])c1[H])N(c1c([H])c([H])c([H])c([H])c1[H])c1c(c([H])c([H])c([H])c1[H])N2c1c([H])c([H])c([H])c([H])c1[H],3.36
C(S(=O)(=O)/N=C1\C([H])=C([H])c2c(c([H])c(C#N)c3c2c([H])c(C#N)c([H])c3[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],3.207126357
C(Oc1c([H])c2c(=O)c(=O)c(OC([H])([H])[H])c([H])c=2c(=O)c1=O)([H])([H])[H],3.289273507
O=C1C([H])=C([H])C(=O)c2c1c1c(c([H])c2[H])c([H])c([H])c2c1c([H])c([H])c([H])c2[H],2.489667607
N(c1c([H])c([H])c([H])c2c1C(=O)c1c(c([H])c([H])c(N([H])[H])c1[H])C2=O)([H])[H],1.947912579
C(C(C(C([H])([H])[H])([H])[H])(c1c([H])c(C(N2c3c([H])c([H])c([H])c([H])c3Oc3c2c([H])c([H])c([H])c3[H])([H])[H])c([H])c([H])c1[H])[H])([H])([H])[H],3.57
O=C1C(Cl)=C(Cl)C(Cl)=C([H])C1=O,3.221075208
Clc1c([H])c2c(n(C([C@@]([C@@]([C@@](C(O[H])([H])[H])(O[H])[H])(O[H])[H])(O[H])[H])([H])[H])c3nc(=O)n([H])c(=O)c-3n2)c([H])c1Cl,2.67
C(S(=O)(=O)/N=C1\C(F)=C([H])c2c(c3c(c(F)c2[H])c(F)c(F)c([H])c3F)\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.915115381
O=S(N([Li])c1c([H])c(C([H])([H])[H])c(N([Li])S(C([H])([H])[H])(=O)=O)c([H])c1C([H])([H])[H])(C([H])([H])[H])=O,3.0
N#Cc1c(C#N)c(C#N)c(C#N)c2c1c(C#N)c(C#N)c1c2/C(=N/S(=O)(=O)C([H])([H])[H])C([H])=C(C#N)/C1=N\S(=O)(=O)C([H])([H])[H],3.884624909
c1([H])c([H])c([H])c([H])c2c1c1c(c([H])c2[H])=C(N([H])[H])C(=O)C(=O)C=1N([H])[H],2.706714441
O=C1N(C([H])([H])[H])C(=O)c2c3c1c([H])c([H])c1c4c([H])c([H])c5c6c(c([H])c([H])c(c46)c(c13)c([H])c2[H])C(=O)N(C([H])([H])[H])C5=O,2.3
O=C1C(N2C(=O)c3c(c([H])c([H])c([H])c3[H])C2=O)=C(N2C(=O)c3c(c([H])c([H])c([H])c3[H])C2=O)C(=O)C(N2C(=O)c3c(c([H])c([H])c([H])c3[H])C2=O)=C1N1C(=O)c2c(c([H])c([H])c([H])c2[H])C1=O,2.53
N#Cc1nc2c(c3nc(C#N)c(C#N)nc3c3nc(C#N)c(C#N)nc23)nc1C#N,2.4
C1([H])=C([H])SC(=C2SC3=C(S2)SC(=C2SC4=C(SC(=C5SC([H])=C([H])S5)S4)S2)S3)S1,3.3
C(OC1=C([H])C(=O)C([H])=C(OC([H])([H])[H])C1=O)([H])([H])[H],2.401546209
C(S(=O)(=O)/N=C1\C(N([H])[H])=C(N([H])[H])c2c(c([H])c3c(c2N([H])[H])c([H])c(N([H])[H])c(N([H])[H])c3[H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.135247542
O(/N=C(C(/C([H])([H])[H])=N/O[H])\C([H])([H])[H])[H],2.6
O=C(C([n+]1c([H])c([H])c(-c2c([H])c([H])c(-c3c([H])c([H])[n+](C(C(O[Li])=O)([H])[H])c([H])c3[H])c([H])c2[H])c([H])c1[H])([H])[H])O[Li],2.2
[Li]OC(O[Li])(C#Cc1c([H])c([H])c(C#CC(O[Li])(O[Li])[H])c([H])c1[H])[H],1.0
C(OC1=C(OC([H])([H])[H])C(=O)c2c(c(OC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])C1=O)([H])([H])[H],2.269364113
C(S(=O)(=O)/N=C1\C(N([H])[H])=c2c(c(N([H])[H])c(N([H])[H])c3c2c(N([H])[H])c(N([H])[H])c(N([H])[H])c3[H])=C([H])\C1=N\S(=O)(=O)C([H])([H])[H])([H])([H])[H],2.386103996
N#Cc1c2c([H])c([H])c([H])c([H])c2c(C#N)c2c([H])c([H])c([H])c([H])c12,1.5
